YYMMDD,TIME,LOCATION,LAT,LON,DEPTH,MAG,EVALMODE
20160808,339.39,Zuidbroek,53.17,6.892,3,0.4,manual
20160810,181625.3,Stedum,53.312,6.669,3,0.5,manual
20160814,15044.89,Oostwold Gem Oldambt,53.234,7.019,3,0.7,manual
20160814,40750.7,Harkstede,53.22,6.678,3,0.2,manual
20160823,21116.1,Oostwold Gem Oldambt,53.224,7.027,3,0.6,manual
20160823,35330.3,Oostwold Gem Oldambt,53.223,7.036,3,1,manual
20160824,130908.4,Meedhuizen,53.305,6.903,3,0.8,manual
20160824,184423.19,Garsthuizen,53.372,6.724,3,0.6,manual
20160824,234403,Eems-Dollard (nabij Delfzijl),53.354,6.95,3,1.1,manual
20160828,32753.1,Uithuizen,53.401,6.636,3,1.3,manual
20160901,752.29,Scharmer,53.205,6.714,3,0.4,manual
20160902,131600.9,Schildwolde,53.218,6.844,3,2.1,manual
20160909,122123.3,Oosterwijtwerd,53.337,6.811,3,0.8,manual
20160911,232255.7,Ten Post,53.278,6.744,3,0.2,manual
20160921,142132.1,Wagenborgen,53.254,6.945,3,1.2,manual
20160927,232214.09,Groningen,53.244,6.616,3,0.9,manual
20161002,14717.19,Wirdum,53.328,6.779,3,0.3,manual
20161004,144619.5,Garrelsweer,53.293,6.784,3,0.5,manual
20161006,25646.5,Schildwolde,53.239,6.813,3,0.4,manual
20161007,1617.5,Eems-Dollard (nabij Bierum),53.403,6.961,3,0.9,manual
20161012,71246.2,Ten Post,53.305,6.725,3,0.5,manual
20161024,94347.39,Tjuchem,53.289,6.862,3,0.6,manual
20161029,143614.19,Steendam,53.288,6.846,3,0.6,manual
20161030,205819,Kollum,53.308,6.152,3,1.5,manual
20161101,1228.6,Wirdum,53.301,6.807,3,1.9,manual
20161101,5746,Wirdum,53.306,6.809,3,2.2,manual
20161105,165815.8,Wagenborgen,53.266,6.94,3,0.8,manual
20161108,112317.69,Eenum,53.331,6.795,3,1.4,manual
20161108,112533.79,Eenum,53.329,6.794,3,0.9,manual
20161110,63542.6,Siddeburen,53.239,6.874,3,0.7,manual
20161120,152007.59,Ten Post,53.299,6.744,3,1,manual
20161120,175840.7,Wirdum,53.3,6.802,3,1.2,manual
20161120,185756.7,Appingedam,53.336,6.838,3,1.6,manual
20161122,124603.7,Woldendorp,53.274,7.011,3,0.6,manual
20161122,173912.69,Bedum,53.299,6.577,3,0.7,manual
20161125,21116.6,Garmerwolde,53.246,6.644,3,0.3,manual
20161126,131835.89,Leermens,53.343,6.805,3,0.6,manual
20161126,170334.5,Siddeburen,53.261,6.909,3,1,manual
20161127,191232.7,Krewerd,53.355,6.849,3,0.9,manual
20161202,85821,Appingedam,53.317,6.869,3,0.8,manual
20161205,121543.7,Wagenborgen,53.257,6.913,3,0.4,manual
20161205,221106.4,Appingedam,53.339,6.838,3,0.1,manual
20161207,15249.6,Loppersum,53.333,6.774,3,1.8,manual
20161211,2542.1,Nieuwolda,53.235,6.935,3,0.2,manual
20161212,112807,Woldendorp,53.264,6.977,3,0.6,manual
20161215,44448.7,Leermens,53.343,6.807,3,0.6,manual
20161215,104530.5,Eems-Dollard (nabij Holwierde),53.378,6.934,3,1.6,manual
20161216,195523.39,Nieuwolda,53.254,6.984,3,0.6,manual
20161217,115647,Groningen,53.211,6.652,3,0.6,manual
20161220,161539.6,Harkstede,53.215,6.696,3,1.1,manual
20161222,234101.19,Holwierde,53.345,6.867,3,0.5,manual
20161223,142949.5,Zuidlaren,53.083,6.712,3,2.4,manual
20161230,30553.79,Wirdum,53.301,6.802,3,1,manual
20161230,30607.5,Overschild,53.292,6.81,3,0.6,manual
20170103,210824.3,Meedhuizen,53.277,6.946,3,0.9,manual
20170114,124719.89,Schildwolde,53.214,6.84,3,0.6,manual
20170117,185310.3,Hellum,53.248,6.839,3,0.7,manual
20170119,224447.6,Wirdum,53.327,6.774,3,0.9,manual
20170120,223018.69,Siddeburen,53.254,6.874,3,0.6,manual
20170122,110148.6,Sappemeer,53.18,6.781,3,0.5,manual
20170127,51120.69,Zuidbroek,53.156,6.851,3,0.7,manual
20170127,234159.7,Garrelsweer,53.302,6.776,3,0.1,manual
20170204,25652.89,Garsthuizen,53.371,6.739,3,0.9,manual
20170204,31126.8,Kantens,53.368,6.657,3,0.8,manual
20170204,32737.39,Garsthuizen,53.371,6.736,3,0.6,manual
20170205,154933.79,Kantens,53.374,6.65,3,1.3,manual
20170206,211906.79,Sappemeer,53.143,6.81,3,0.9,manual
20170212,144323.69,Startenhuizen,53.381,6.713,3,1.3,manual
20170214,74544.2,Zandeweer,53.378,6.672,3,0.9,manual
20170214,205204.09,Garsthuizen,53.371,6.718,3,0.8,manual
20170215,120137.1,Startenhuizen,53.377,6.714,3,1.6,manual
20170219,132125.8,Zijldijk,53.393,6.758,3,1.4,manual
20170219,201510.3,Harkstede,53.223,6.672,3,0.5,manual
20170221,231946.7,Garrelsweer,53.304,6.754,3,0.4,manual
20170225,53247.1,Loppersum,53.325,6.735,3,1.3,manual
20170226,62508.5,Zandeweer,53.386,6.675,3,1.2,manual
20170226,213948.79,Wirdum,53.328,6.778,3,1.4,manual
20170228,212651.39,Wirdum,53.32,6.782,3,0.9,manual
20170303,552.1,Appingedam,53.306,6.869,3,0.5,manual
20170306,113513.09,Onderdendam,53.327,6.571,3,1.6,manual
20170311,125248,Zeerijp,53.35,6.761,3,2.1,manual
20170312,233638.6,Wagenborgen,53.251,6.938,3,0.6,manual
20170314,52236.29,Delfzijl,53.319,6.886,3,1.3,manual
20170315,183151,Zuidbroek,53.169,6.888,3,0.6,manual
20170404,100044.29,Woldendorp,53.271,6.991,3,1.8,manual
20170404,223627.69,Garrelsweer,53.29,6.791,3,0.1,manual
20170407,174350.1,Westerbroek,53.169,6.682,3,0.5,manual
20170409,84111.59,Meedhuizen,53.281,6.908,3,0.6,manual
20170410,1719.39,Steendam,53.27,6.838,3,1.3,manual
20170410,214052.1,Froombosch,53.209,6.762,3,0.6,manual
20170410,233713,Woldendorp,53.269,6.989,3,1.1,manual
20170413,103355.39,Uithuizermeeden,53.429,6.75,3,1.4,manual
20170419,171108.9,Loppersum,53.319,6.724,3,0.5,manual
20170426,135649.29,Scharmer,53.21,6.713,3,2,manual
20170503,111554.2,Stedum,53.312,6.727,3,1.5,manual
20170509,181232.1,Emmen,52.767,6.909,3,1.6,manual
20170512,204709.19,Stedum,53.31,6.723,3,0.1,manual
20170512,211603.1,Stedum,53.313,6.725,3,0.3,manual
20170514,94321.1,Rottum,53.388,6.643,3,1.4,manual
20170515,233456.79,Zuidwolde,53.265,6.598,3,1.2,manual
20170516,13125.6,Overschild,53.285,6.805,3,1.7,manual
20170517,71233.39,Appingedam,53.304,6.835,3,0.9,manual
20170520,24052.29,Meedhuizen,53.295,6.909,3,1.1,manual
20170520,182544.1,Meedhuizen,53.296,6.904,3,0.4,manual
20170525,220858.7,Froombosch,53.211,6.754,3,0.4,manual
20170527,152900.6,Slochteren,53.211,6.834,3,2.6,manual
20170530,34428.69,Uithuizermeeden,53.433,6.75,3,1.4,manual
20170601,210440.29,Kropswolde,53.134,6.742,3,0.7,manual
20170606,130453.89,Siddeburen,53.269,6.863,3,1,manual
20170606,151604,Ten Post,53.3,6.74,3,0.7,manual
20170607,2610.4,Harkstede,53.232,6.67,3,1.2,manual
20170619,150603.89,Meedhuizen,53.281,6.94,3,1,manual
20170629,21330.89,Stedum,53.316,6.724,3,0.7,manual
20170629,51853.79,Meeden,53.148,6.938,3,0.3,manual
20170630,172754.5,Woudbloem,53.22,6.746,3,0.4,manual
20170703,214358.89,Siddeburen,53.261,6.851,3,0.8,manual
20170705,231902.79,Bedum,53.276,6.612,3,1,manual
20170707,21936.89,Slochteren,53.21,6.83,3,0.7,manual
20170710,84416.6,Loppersum,53.332,6.741,3,0.7,manual
20170714,75529.1,Borgsweer,53.282,6.994,3,0.6,manual
20170714,93853.39,Schildwolde,53.221,6.841,3,0.6,manual
20170716,210320.5,Bedum,53.278,6.611,3,1.3,manual
20170721,12219.89,Kantens,53.381,6.659,3,1.1,manual
20170722,42318.39,Noordbroek,53.196,6.827,3,0.4,manual
20170725,150008.3,Loppersum,53.352,6.737,3,1,manual
20170725,190416.5,Westeremden,53.339,6.687,3,0.4,manual
20170807,55642.79,Garrelsweer,53.317,6.744,3,0.5,manual
20170810,101029.69,Ten Post,53.298,6.733,3,0.9,manual
20170813,202619.1,Zeerijp,53.358,6.743,3,0.5,manual
20170814,31859.79,Garsthuizen,53.367,6.742,3,1.2,manual
20170814,150250.2,Zeerijp,53.36,6.742,3,0.3,manual
20170816,113146.29,Stedum,53.307,6.673,3,0.3,manual
20170817,53859,Uithuizermeeden,53.423,6.748,3,0.8,manual
20170822,35125.69,Meedhuizen,53.271,6.95,3,0.3,manual
20170824,85629.69,Farmsum,53.289,6.971,3,1,manual
20170829,74013,Appingedam,53.322,6.822,3,1.8,manual
20170830,112556.39,Scharmer,53.193,6.708,3,1.5,manual
20170831,233308.19,Sappemeer,53.179,6.813,3,0.2,manual
20170901,203617.8,Zandeweer,53.376,6.667,3,1.1,manual
20170905,53024.89,Appingedam,53.34,6.865,3,1.3,manual
20170905,60958.5,Appingedam,53.341,6.863,3,1.2,manual
20170905,220827.89,Tjuchem,53.281,6.876,3,1.9,manual
20170911,23031.6,Appingedam,53.32,6.824,3,0.9,manual
20170914,240.89,Zeerijp,53.344,6.741,3,0.5,manual
20170920,35623.19,Haren,53.166,6.618,3,1.4,manual
20170920,52834.6,Appingedam,53.298,6.834,3,1.6,manual
20170923,193642,Wagenborgen,53.244,6.912,3,0.9,manual
20170924,184922.39,Garmerwolde,53.255,6.651,3,0.9,manual
20170927,41851.39,Tjuchem,53.297,6.88,3,0.6,manual
20170927,225448.39,Garrelsweer,53.3,6.761,3,1.2,manual
20170930,171554.5,Lageland,53.241,6.727,3,1.1,manual
20171011,4546.2,Vries,53.07,6.586,3,0.7,manual
20171015,135831.69,Kantens,53.379,6.661,3,1,manual
20171016,225924.69,Zuidwolde,53.268,6.623,3,0.5,manual
20171017,4630.8,Meedhuizen,53.305,6.949,3,0.8,manual
20171029,110429.8,Groningen,53.234,6.538,3,1,manual
20171029,225528.69,Eems-Dollard (nabij Holwierde),53.381,6.923,3,1.2,manual
20171103,1201.5,Sappemeer,53.177,6.821,3,0.8,manual
20171104,10229,Appingedam,53.328,6.873,3,0.6,manual
20171115,21308,Westerwijtwerd,53.328,6.644,3,0.8,manual
20171116,183758.6,Wagenborgen,53.269,6.937,3,0.7,manual
20171119,204901,Emmen,52.755,6.899,3,1.6,manual
20171122,212358.2,Overschild,53.285,6.807,3,1.5,manual
20171125,195231.89,Thesinge,53.268,6.669,3,0.5,manual
20171125,201947.6,Schoonebeek,52.681,6.876,3,1.2,manual
20171128,173357.2,Uithuizermeeden,53.406,6.709,3,0.9,manual
20171130,174624.1,Meedhuizen,53.312,6.892,3,0.8,manual
20171201,113333.29,Zeerijp,53.36,6.736,3,1.7,manual
20171201,210541.79,Zeerijp,53.357,6.757,3,1.3,manual
20171202,90033.29,Appingedam,53.306,6.881,3,1.7,manual
20171202,90946.6,Appingedam,53.308,6.879,3,0.4,manual
20171206,140124.1,Oostwold Gem Oldambt,53.228,7.022,3,0.7,manual
20171206,232859.7,'t Zandt,53.386,6.784,3,1.8,manual
20171210,164833.1,'t Zandt,53.37,6.765,3,2.1,manual
20171215,205543,Wirdum,53.312,6.791,3,0.8,manual
20171221,193859.39,Oostwold Gem Oldambt,53.224,7.021,3,1,manual
20171222,194028.19,Zeerijp,53.366,6.752,3,1.7,manual
20171222,200611.69,Zeerijp,53.357,6.75,3,0.4,manual
20171224,174950.7,Appingedam,53.305,6.833,3,0.7,manual
20171225,125227,Tjuchem,53.287,6.883,3,0.7,manual
20171228,140030.6,Tjuchem,53.287,6.882,3,1.3,manual
20171229,231548.89,Zeerijp,53.357,6.756,3,1.4,manual
20180101,144651.1,Tjuchem,53.287,6.884,3,0.8,manual
20180108,140052.39,Zeerijp,53.363,6.751,3,3.4,manual
20180109,154649.6,Zeerijp,53.355,6.752,3,0.7,manual
20180117,43739.29,Groningen,53.221,6.597,3,1,manual
20180120,81921.8,Groningen,53.22,6.599,3,0.9,manual
20180122,72317.8,Harkstede,53.228,6.691,3,0.9,manual
20180122,154218,Siddeburen,53.248,6.89,3,0.5,manual
20180131,131104,Siddeburen,53.259,6.871,3,1.6,manual
20180205,234959.7,Loppersum,53.336,6.762,3,0.4,manual
20180207,200726.39,Garrelsweer,53.295,6.764,3,0.2,manual
20180208,152530.6,Loppersum,53.335,6.751,3,2,manual
20180210,95839.79,Scharmer,53.228,6.71,3,1.7,manual
20180211,165457,Garrelsweer,53.293,6.78,3,2.2,manual
20180212,104453.2,Garsthuizen,53.371,6.714,3,0.9,manual
20180217,81730.5,Uithuizermeeden,53.427,6.747,3,1,manual
20180218,12654.2,Loppersum,53.335,6.763,3,1,manual
20180218,140518.89,Wagenborgen,53.241,6.933,3,0.5,manual
20180220,182805.2,Noordbroek,53.184,6.827,3,0.4,manual
20180301,130337,Garrelsweer,53.287,6.775,3,1.3,manual
20180301,213426.5,Loppersum,53.326,6.76,3,0.9,manual
20180308,122534.89,Veendam,53.122,6.943,3,0.7,manual
20180309,163508.8,Het Waar,53.223,6.949,3,0.5,manual
20180310,41305.79,Appingedam,53.314,6.861,3,1.3,manual
20180325,110948.79,Garrelsweer,53.288,6.778,3,1.6,manual
20180325,142949.29,Garrelsweer,53.321,6.759,3,0.1,manual
20180325,155416.19,Uithuizen,53.404,6.66,3,1.5,manual
20180327,201458.79,Schildwolde,53.263,6.8,3,0.7,manual
20180331,64403.79,Harkstede,53.231,6.676,3,1.2,manual
20180401,31308.5,Zeerijp,53.35,6.741,3,0.6,manual
20180404,33541.39,Loppersum,53.334,6.75,3,0.9,manual
20180407,71749.39,Lauwerzijl,53.312,6.305,3,1.7,manual
20180407,82505.79,Kommerzijl,53.3,6.325,3,1,manual
20180408,173840.6,Uithuizen,53.408,6.687,3,0.5,manual
20180410,154830.69,Eems-Dollard (nabij Holwierde),53.37,6.946,3,0.9,manual
20180413,213135.39,Garsthuizen,53.371,6.75,3,2.8,manual
20180416,5712,Scharmer,53.205,6.708,3,0.6,manual
20180418,32434.1,Appingedam,53.309,6.862,3,0.1,manual
20180419,93307.59,Tjuchem,53.271,6.868,3,0.5,manual
20180506,163906.79,Garrelsweer,53.286,6.778,3,1.6,manual
20180512,160647.1,Zeerijp,53.355,6.764,3,0.7,manual
20180516,165421.19,Meedhuizen,53.276,6.933,3,0.7,manual
20180519,130528.3,Siddeburen,53.25,6.899,3,0.8,manual
20180521,232749.29,'t Zandt,53.374,6.795,3,1.6,manual
20180604,230102.1,Warder,52.564,5.011,3,2.5,manual
20180605,21232.79,Onderdendam,53.334,6.572,3,0.5,manual
20180606,190721.6,Garmerwolde,53.237,6.643,3,0.7,manual
20180614,235821.19,Tjuchem,53.288,6.877,3,0.7,manual
20180621,164335.6,Harkstede,53.224,6.699,3,0.6,manual
20180627,143252.6,Scharmer,53.204,6.709,3,1.6,manual
20180707,35558.2,Noordbroek,53.186,6.895,3,1,manual
20180707,111040.2,Noordbroek,53.187,6.897,3,0.6,manual
20180711,135211,Siddeburen,53.263,6.85,3,1.1,manual
20180711,231434,Lageland,53.239,6.684,3,0.2,manual
20180713,80505,Sappemeer,53.151,6.803,3,1.1,manual
20180714,83926.1,Zeerijp,53.361,6.744,3,0.3,manual
20180717,95357.39,Dalen,52.711,6.727,3,2,manual
20180719,214535.2,Scharmer,53.207,6.713,3,0.5,manual
20180726,222810.8,Eelde,53.135,6.597,3,0.7,manual
20180728,30948.1,Ten Post,53.304,6.73,3,0.9,manual
20180729,5756.2,Veendam,53.093,6.849,3,0.8,manual
20180729,85040.7,'t Zandt,53.373,6.793,3,0.9,manual
20180805,233510.19,Hellum,53.261,6.812,3,0.3,manual
20180806,73037.29,Overschild,53.275,6.783,3,0.5,manual
20180806,161523.19,Scharmer,53.208,6.712,3,0.9,manual
20180808,25529.5,Appingedam,53.322,6.875,3,1.9,manual
20180809,80155.5,Appingedam,53.324,6.877,3,1.8,manual
20180813,134837.1,Slochteren,53.207,6.838,3,0.7,manual
20180822,143600.5,'t Zandt,53.378,6.754,3,0.5,manual
20180914,210703.5,Hellum,53.233,6.846,3,0.8,manual
20180915,63219.19,Sappemeer,53.181,6.799,3,0.5,manual
20180916,741.79,Samtgemeinde Emlichheim (Duitsland),52.639,6.881,3,1.1,manual
20180917,140136.6,Sappemeer,53.181,6.799,3,1.2,manual
20180917,172925.5,Startenhuizen,53.381,6.713,3,0.6,manual
20180918,22300,Bedum,53.297,6.566,3,0.7,manual
20180920,202452.79,Hoogezand,53.161,6.758,3,0.5,manual
20180926,154955.5,Schildwolde,53.236,6.824,3,0.8,manual
20181010,75043.89,Loppersum,53.347,6.734,3,0.5,manual
20181010,140049.6,Loppersum,53.347,6.732,3,0.5,manual
20181014,121520.19,Garrelsweer,53.295,6.798,3,0.6,manual
20181016,103137.7,Siddeburen,53.252,6.858,3,1.1,manual
20181020,45325.89,Appingedam,53.323,6.875,3,0.8,manual
20181023,141053.89,Appingedam,53.298,6.834,3,0.8,manual
20181029,153745.7,Zandeweer,53.386,6.672,3,0.8,manual
20181107,2325.39,Schildwolde,53.217,6.838,3,0.8,manual
20181109,154112.3,Eppenhuizen,53.367,6.68,3,1.6,manual
20181116,14027.39,Hellum,53.25,6.857,3,0.8,manual
20181116,51602.89,Borgercompagnie,53.09,6.834,3,1.2,manual
20181125,92948.2,Kantens,53.375,6.659,3,0.6,manual
20181125,193737.29,Eppenhuizen,53.385,6.716,3,1.6,manual
20181129,25418.8,Kantens,53.358,6.623,3,0.9,manual
20181202,100938.39,Overschild,53.25,6.763,3,0.9,manual
20181205,64001.6,Oosterwijtwerd,53.328,6.83,3,0.4,manual
20181211,205010.9,Bedum,53.277,6.617,3,0.6,manual
20181217,140859.29,Overschild,53.277,6.825,3,0.4,manual
20181219,185517.39,Bedum,53.296,6.568,3,1,manual
20181222,45411.09,Garrelsweer,53.285,6.776,3,1.2,manual
20181223,150805.59,Kantens,53.354,6.626,3,0.5,manual
20181223,231603.6,Lageland,53.239,6.73,3,1.3,manual
20190107,111249.2,Veendam,53.11,6.863,3,1.3,manual
20190109,24436.5,Veendam,53.088,6.925,1,1,manual
20190119,54.39,Meeden,53.166,6.942,3,0.6,manual
20190201,204102.6,Luddeweer,53.242,6.727,3,1,manual
20190207,133316.39,Westeremden,53.35,6.714,3,0.7,manual
20190209,205413.69,'t Zandt,53.38,6.754,3,0.9,manual
20190210,101250.7,Zandeweer,53.395,6.666,3,0.3,manual
20190216,192259.5,Zeerijp,53.36,6.743,3,1.4,manual
20190219,121527.3,Appingedam,53.291,6.839,3,1.6,manual
20190222,235533.7,Rottum,53.38,6.61,3,0.8,manual
20190224,193853.5,Loppersum,53.339,6.761,3,0.4,manual
20190228,231607.9,Toornwerd,53.357,6.628,3,1.6,manual
20190302,113712.59,Appingedam,53.319,6.853,3,0.4,manual
20190304,151104.9,Wagenborgen,53.257,6.913,3,0.8,manual
20190311,230036.29,'t Zandt,53.367,6.765,3,0.4,manual
20190317,191141.79,Kantens,53.356,6.624,3,0.8,manual
20190329,133720.69,Kantens,53.369,6.654,3,1.5,manual
20190330,15136.39,Appingedam,53.322,6.876,3,0.5,manual
20190407,70733.7,Garrelsweer,53.32,6.753,3,0.9,manual
20190409,192630.19,Spijk,53.384,6.841,3,1.4,manual
20190410,44010.8,Zuidbroek,53.168,6.829,3,1.4,manual
20190415,70343.5,Noordwolde,53.277,6.596,3,1.6,manual
20190416,21507.2,Harkstede,53.228,6.673,3,0.9,manual
20190421,215541,Zeerijp,53.341,6.757,3,0.9,manual
20190425,192706,Ten Post,53.302,6.727,3,1.8,manual
20190503,182118.89,Loppersum,53.33,6.711,3,1,manual
20190505,80151.79,Loppersum,53.318,6.736,3,0.9,manual
20190508,85022.6,Uithuizermeeden,53.428,6.748,3,1,manual
20190511,20116.3,Kantens,53.356,6.623,3,0.5,manual
20190511,102639.29,Kantens,53.357,6.621,3,0.5,manual
20190511,132730.69,Appingedam,53.311,6.833,3,1.3,manual
20190518,151335.7,Meedhuizen,53.294,6.926,3,0.8,manual
20190519,34722.6,Loppersum,53.317,6.739,3,0.6,manual
20190519,173833.29,Wirdum,53.312,6.794,3,0.8,manual
20190519,224211.9,Wirdum,53.311,6.794,3,1,manual
20190520,4942.7,Groningen,53.229,6.663,3,0.5,manual
20190522,34900.5,Westerwijtwerd,53.328,6.652,3,3.4,manual
20190523,15208.69,Groningen,53.229,6.665,3,0.9,manual
20190523,21037.6,Groningen,53.229,6.666,3,1.1,manual
20190524,144821.19,Kantens,53.357,6.622,3,0.8,manual
20190528,142020.5,Zeerijp,53.351,6.738,3,1.1,manual
20190602,185417.69,Meedhuizen,53.285,6.937,3,0.6,manual
20190609,50015,Garrelsweer,53.32,6.767,3,2.5,manual
20190609,53430.3,Garrelsweer,53.321,6.765,3,0.9,manual
20190613,133735.5,Appingedam,53.304,6.833,3,1.9,manual
20190614,143910,Bedum,53.297,6.566,3,0.9,manual
20190625,160931.5,Harkstede,53.227,6.672,3,0.9,manual
20190629,220422.3,Groningen,53.239,6.633,3,0.7,manual
20190630,141718.6,Hoogezand,53.143,6.759,3,1.1,manual
20190703,13857.29,Harkstede,53.219,6.697,3,1,manual
20190706,14841.6,Garrelsweer,53.292,6.78,3,0.9,manual
20190707,153942.2,Tjuchem,53.274,6.892,3,1.1,manual
20190707,221331.6,Tjuchem,53.273,6.895,3,0.4,manual
20190711,164544.2,Garrelsweer,53.322,6.765,3,0.6,manual
20190712,165319.3,Oosterwijtwerd,53.339,6.807,3,0.8,manual
20190714,65439.2,Thesinge,53.252,6.64,3,1.2,manual
20190720,73545.2,Tjuchem,53.269,6.869,3,0.8,manual
20190720,74047.89,Tjuchem,53.269,6.869,3,1.1,manual
20190721,84857.89,Garmerwolde,53.263,6.677,3,0.3,manual
20190728,43627.19,Farmsum,53.287,6.962,3,0.6,manual
20190803,111156.29,Wirdum,53.324,6.781,3,1.3,manual
20190803,200352.7,Krewerd,53.353,6.851,3,1.1,manual
20190804,102629.5,Boerakker,53.19,6.332,3,0.7,manual
20190804,105904.9,Sint Annen,53.303,6.659,3,0.5,manual
20190806,235612.69,Hellum,53.234,6.844,3,1,manual
20190812,42306.7,Stedum,53.314,6.726,3,1,manual
20190818,10735.7,Hellum,53.264,6.812,3,1,manual
20190821,34034.6,Tjuchem,53.276,6.885,3,0.6,manual
20190828,143853.7,Westerwijtwerd,53.336,6.639,3,0.4,manual
20190831,41604.79,Zuidbroek,53.176,6.9,3,0.4,manual
20190909,74522.6,Zeerijp,53.343,6.754,3,1.5,manual
20190920,225930.6,Muntendam,53.149,6.887,3,0.4,manual
20191006,13326.39,Loppersum,53.315,6.733,3,1,manual
20191006,201700.2,Meedhuizen,53.299,6.91,3,1.6,manual
20191008,181931.6,Overschild,53.261,6.781,3,0.4,manual
20191018,3554.79,Appingedam,53.316,6.863,3,0.5,manual
20191020,33642.39,Harkstede,53.236,6.65,3,0.9,manual
20191022,4205.9,Appingedam,53.316,6.863,3,0.8,manual
20191028,173833,Garrelsweer,53.315,6.748,3,1.2,manual
20191109,234721.69,Nieuwolda,53.247,6.998,3,0.5,manual
20191110,211006.2,Sappemeer,53.142,6.805,3,0.8,manual
20191128,235000.3,Ten Boer,53.268,6.704,3,0.5,manual
20191129,192057.39,Siddeburen,53.258,6.909,3,0.4,manual
20191130,41452.7,Zuidlaren,53.08,6.734,3,0.7,manual
20191130,185538.7,Spijk,53.401,6.832,3,1.4,manual
20191203,192355.79,Garrelsweer,53.306,6.761,3,1.9,manual
20191207,3627,Middelstum,53.339,6.632,3,0.5,manual
20191208,225931.5,Noordzee,52.972,4.223,3,2.8,manual
20191212,162742.89,Overschild,53.277,6.78,3,0.6,manual
20191213,4916.6,Laar (Duitsland),52.597,6.769,3,1,manual
20191213,225344.6,Samtgemeinde Emlichheim (Duitsland),52.611,6.833,3,1.2,manual
20191231,181538.2,Farmsum,53.313,6.984,3,0.9,manual
20200103,103629.39,Zuidbroek,53.186,6.85,3,0.6,manual
20200107,91531.3,Harkstede,53.211,6.703,3,0.8,manual
20200110,231021.1,Schildwolde,53.214,6.844,3,1.3,manual
20200123,34805.79,Kommerzijl,53.299,6.298,3,0.4,manual
20200123,101212.69,Lageland,53.237,6.729,3,1.3,manual
20200124,213502.39,Nieuwolda,53.262,6.987,3,1.6,manual
20200126,80316.3,Kolham,53.175,6.735,3,1.4,manual
20200222,181255.2,Opende,53.138,6.176,3,1.4,manual
20200229,24606.4,Scheemda,53.164,6.962,3,0.3,manual
20200302,134118.89,Wagenborgen,53.255,6.914,3,2,manual
20200305,200852.1,Wagenborgen,53.256,6.912,3,0.3,manual
20200317,71833.7,Appingedam,53.307,6.828,3,0.8,manual
20200317,85455,Garsthuizen,53.371,6.73,3,1.4,manual
20200317,124406.59,Froombosch,53.189,6.788,3,1.8,manual
20200322,193312.5,Krewerd,53.359,6.844,3,2.3,manual
20200323,1513.4,Thesinge,53.286,6.64,3,1.1,manual
20200323,10601.19,Krewerd,53.359,6.844,3,1.1,manual
20200330,44940.29,Tjuchem,53.27,6.868,3,1,manual
20200330,235323.1,Zuidbroek,53.165,6.893,3,1.3,manual
20200404,43723.6,Oosterwijtwerd,53.329,6.809,3,0.6,manual
20200423,195431.39,Appingedam,53.319,6.867,3,0.3,manual
20200426,1406.09,Zuidbroek,53.183,6.852,3,0.8,manual
20200427,141457.79,Froombosch,53.187,6.795,3,0.6,manual
20200428,15119.39,Bedum,53.302,6.567,3,0.4,manual
20200428,102014.8,Zeerijp,53.356,6.762,3,1.5,manual
20200501,161357.1,Haren,53.168,6.6,3,0.6,manual
20200502,31315.69,Zijldijk,53.388,6.762,3,2.5,manual
20200502,210422.5,Scharmer,53.235,6.73,3,1.2,manual
20200503,222852.89,Oosterwijtwerd,53.328,6.813,3,0.9,manual
20200504,111111.8,Siddeburen,53.252,6.856,3,1.8,manual
20200505,215955.79,Peize,53.175,6.529,3,0.9,manual
20200508,55427.6,Eems-Dollard (nabij Emden),53.35,6.976,3,0.7,manual
20200510,41556.7,Noordbroek,53.207,6.842,3,0.1,manual
20200511,190728.89,Garrelsweer,53.292,6.786,3,0.3,manual
20200531,113357.5,Garsthuizen,53.372,6.734,3,0.6,manual
20200601,82725.19,Sappemeer,53.182,6.796,3,1.2,manual
20200601,175504,Wirdum,53.31,6.791,3,1.9,manual
20200604,230415.9,Overschild,53.276,6.819,3,1.3,manual
20200610,71912.9,Wirdum,53.309,6.794,3,1,manual
20200613,202845.1,Harkstede,53.223,6.677,3,0.8,manual
20200621,213045.6,Farmsum,53.276,6.988,3,0.2,manual
20200621,232619.1,Overschild,53.269,6.751,3,0.8,manual
20200624,185416,Groningen,53.254,6.588,3,0.7,manual
20200626,145620.69,Woldendorp,53.273,7.003,3,1.3,manual
20200629,201050.5,Tjuchem,53.288,6.876,3,0.7,manual
20200703,64921.89,Loppersum,53.335,6.749,3,0.7,manual
20200714,151847.29,Loppersum,53.342,6.729,3,2.7,manual
20200715,61538.7,Loppersum,53.342,6.731,3,0.6,manual
20200716,4521,Hellum,53.251,6.856,3,1.8,manual
20200719,20752.6,Startenhuizen,53.376,6.713,3,2.3,manual
20200719,21132.6,Startenhuizen,53.376,6.712,3,0.9,manual
20200721,60703.39,Scharmer,53.231,6.711,3,1.1,manual
20200727,151447,Vries,53.069,6.567,3,1,manual
20200821,215836.89,Veendam,53.093,6.934,0,0.7,manual
20200901,43115.59,Uithuizermeeden,53.421,6.753,3,1.9,manual
20200903,52901,Westeremden,53.338,6.703,3,2,manual
