"","X","Datetime","Easting","Northing","Depth","Magnitude","Date","V","Year"
"548",765,"09/11/2011 15:08:53",259852,586582,3,1.60567,"2011-11-09",11.7333399204054,2011
"549",767,"15/11/2011 08:14:11",260319,590637,3,1.45509,"2011-11-15",12.1150534193296,2011
"550",768,"18/11/2011 21:27:21",247613,580784,3,0.24,"2011-11-18",2.08918842087687,2011
"551",769,"27/11/2011 05:00:01",250605,592771,3,1.65764,"2011-11-27",3.36919182556324,2011
"552",770,"04/12/2011 15:34:52",250871,590588,3,1.26489,"2011-12-04",2.67109842560295,2011
"553",771,"20/12/2011 21:35:39",250643,574034,3,0.866027,"2011-12-20",5.88288266528269,2011
"554",773,"23/12/2011 11:37:17",237819,580364,3,1.11735,"2011-12-23",7.29147122184695,2011
"555",774,"30/12/2011 06:20:13",239531,596979,3,2.16521,"2011-12-30",0.637015140487692,2011
"556",775,"06/01/2012 17:13:53",240183,597770,3,1.91607,"2012-01-06",1.46879060437471,2012
"557",776,"07/01/2012 06:57:13",237818,586894,3,1.56173,"2012-01-07",7.01529063925136,2012
"558",777,"16/01/2012 21:11:01",248704,593402,3,1.33802,"2012-01-16",3.03787605516902,2012
"559",778,"21/01/2012 00:07:27",241427,584119,3,1.0528,"2012-01-21",4.7851561001916,2012
"560",779,"24/01/2012 11:35:38",246158,592871,3,1.25736,"2012-01-24",0.696857417117585,2012
"561",780,"27/01/2012 06:18:33",260892,569609,3,1.61981,"2012-01-27",14.4543909732494,2012
"562",781,"28/01/2012 13:42:59",246196,596731,3,0.921091,"2012-01-28",0.859002505686763,2012
"563",782,"30/01/2012 09:06:25",245534,590651,3,1.53053,"2012-01-30",1.7565509022427,2012
"564",783,"31/01/2012 19:37:06",253994,590076,3,1.38039,"2012-01-31",5.79718970820803,2012
"565",784,"01/02/2012 00:42:38",249727,575259,3,0.921562,"2012-02-01",4.35328447125676,2012
"566",785,"04/02/2012 09:56:23",243849,597577,3,1.7593,"2012-02-04",1.29219263834965,2012
"567",786,"05/02/2012 16:53:38",248681,594533,3,1.37239,"2012-02-05",3.71160343155401,2012
"568",787,"05/02/2012 16:58:45",256023,588727,3,1.45811,"2012-02-05",7.9949515665371,2012
"569",788,"07/02/2012 00:19:04",253755,590850,3,1.43507,"2012-02-07",5.56663533654553,2012
"570",791,"16/02/2012 00:05:59",241953,591958,3,1.90135,"2012-02-16",0.59016977032584,2012
"571",792,"17/02/2012 08:08:44",242959,597672,3,1.7395,"2012-02-17",1.11522637737155,2012
"572",794,"19/02/2012 18:57:10",254060,586868,3,1.77895,"2012-02-19",6.8395267891288,2012
"573",795,"04/03/2012 17:29:39",238192,584544,3,0.899883,"2012-03-04",7.73346530767953,2012
"574",796,"07/03/2012 09:51:17",254796,583580,3,1.2727,"2012-03-07",9.06097963276374,2012
"575",797,"07/03/2012 17:22:27",250871,590588,3,1.04789,"2012-03-07",2.67109842560295,2012
"576",798,"08/03/2012 03:54:57",249156,587307,3,0.538628,"2012-03-08",3.24052294889779,2012
"577",799,"08/03/2012 11:03:36",248474,576626,3,1.00966,"2012-03-08",2.51574354289316,2012
"578",801,"18/03/2012 18:28:28",255959,591768,3,0.941431,"2012-03-18",7.87170256379216,2012
"579",802,"23/03/2012 03:46:57",245935,581197,3,0.433953,"2012-03-23",0.871336904432294,2012
"580",803,"27/03/2012 14:40:12",244829,592642,3,1.01004,"2012-03-27",0.845577932557113,2012
"581",804,"31/03/2012 02:58:03",257087,585761,3,1.62249,"2012-03-31",10.0218646446559,2012
"582",805,"04/04/2012 21:16:33",253993,590131,3,1.736,"2012-04-04",5.79332785058155,2012
"583",806,"07/04/2012 02:25:48",249088,590793,3,1.54024,"2012-04-07",0.963342102634587,2012
"584",807,"13/04/2012 01:14:50",251832,587007,3,0.748815,"2012-04-13",4.96934611181833,2012
"585",808,"14/04/2012 20:39:28",241810,612012,3,0.908827,"2012-04-14",10.4396836750656,2012
"586",809,"16/04/2012 21:01:47",248281,592262,3,1.08614,"2012-04-16",1.85831419967357,2012
"587",810,"18/04/2012 12:07:05",244659,595811,3,1.20494,"2012-04-18",1.60183364921657,2012
"588",812,"21/04/2012 21:39:12",251296,597090,3,0.297462,"2012-04-21",4.18740020564888,2012
"589",813,"25/04/2012 17:25:25",250681,577764,3,2.02991,"2012-04-25",3.68718617673112,2012
"590",814,"06/05/2012 04:23:33",250803,588397,3,0.839878,"2012-05-06",3.28274199226994,2012
"591",815,"10/05/2012 21:07:21",254532,585542,3,0.784612,"2012-05-10",7.97915057855512,2012
"592",816,"11/05/2012 00:23:26",254784,594842,3,0.861437,"2012-05-11",7.93430366288192,2012
"593",817,"13/05/2012 16:22:45",251527,591102,3,0.861762,"2012-05-13",3.39315316119647,2012
"594",818,"15/05/2012 14:10:53",255528,585822,3,0.755841,"2012-05-15",8.63799375690424,2012
"595",819,"17/05/2012 02:54:19",252752,585542,3,0.888029,"2012-05-17",6.65697148924494,2012
"596",820,"24/05/2012 15:52:40",240406,597718,3,1.48563,"2012-05-24",1.64572072305205,2012
"597",821,"28/05/2012 07:41:37",250238,588850,3,0.564419,"2012-05-28",2.5587070436308,2012
"598",822,"02/06/2012 01:12:23",250555,578485,3,0.66428,"2012-06-02",3.43678846843629,2012
"599",823,"08/06/2012 05:54:32",246770,578281,3,0.853149,"2012-06-08",0.591763029211147,2012
"600",824,"14/06/2012 03:05:08",257409,586343,3,1.72072,"2012-06-14",10.0595027762097,2012
"601",825,"15/06/2012 05:23:37",253535,585354,3,1.4611,"2012-06-15",7.34241387671951,2012
"602",826,"21/06/2012 08:01:37",248031,593705,3,1.7033,"2012-06-21",2.72145599427963,2012
"603",827,"21/06/2012 23:44:23",250035,593466,3,1.07553,"2012-06-21",3.56555429297195,2012
"604",828,"22/06/2012 13:31:44",246198,590775,3,1.4373,"2012-06-22",1.72206433820177,2012
"605",829,"22/06/2012 15:10:29",246099,590123,3,0.835451,"2012-06-22",2.12597626123256,2012
"606",830,"27/06/2012 00:31:58",252858,574838,3,0.487457,"2012-06-27",6.93856568449567,2012
"607",831,"27/06/2012 00:39:13",252971,574748,3,0.339553,"2012-06-27",7.082646869064,2012
"608",834,"03/07/2012 16:55:06",247144,587824,3,1.1095,"2012-07-03",2.7911918459939,2012
"609",835,"07/07/2012 00:13:05",249213,590091,3,0.837311,"2012-07-07",1.05472044488827,2012
"610",836,"07/07/2012 00:28:09",247344,594786,3,0.671446,"2012-07-07",2.92820028894881,2012
"611",838,"12/07/2012 17:02:03",252572,588933,3,0.969262,"2012-07-12",4.60737159214143,2012
"612",839,"16/07/2012 20:21:30",247036,593444,3,0.602689,"2012-07-16",1.74022757578124,2012
"613",840,"19/07/2012 12:42:58",249569,577630,3,0.881529,"2012-07-19",2.68588431800125,2012
"614",841,"25/07/2012 18:12:15",250759,590586,3,0.796227,"2012-07-25",2.55923043311361,2012
"615",842,"27/07/2012 17:12:53",241160,592778,3,1.20054,"2012-07-27",0.843056203735329,2012
"616",843,"30/07/2012 11:36:47",244439,595677,3,1.33017,"2012-07-30",1.42520777693542,2012
"617",844,"30/07/2012 13:14:11",248251,593820,3,1.02452,"2012-07-30",2.96966833536706,2012
"618",845,"30/07/2012 21:09:03",248343,577587,3,0.500764,"2012-07-30",1.68269366915325,2012
"619",846,"01/08/2012 03:24:11",249117,594950,3,0.716016,"2012-08-01",4.03316292161323,2012
"620",847,"08/08/2012 14:11:23",240700,581193,3,0.836055,"2012-08-08",4.38323893721031,2012
"621",848,"09/08/2012 23:23:50",236967,578067,3,1.45394,"2012-08-09",8.63669953095201,2012
"622",849,"14/08/2012 03:02:00",248178,591852,3,0.995099,"2012-08-14",1.44708085721968,2012
"623",850,"15/08/2012 19:17:36",249406,597219,3,2.43819,"2012-08-15",2.44182810441148,2012
"624",851,"16/08/2012 07:54:52",245836,598152,3,1.17985,"2012-08-16",0.612851495742141,2012
"625",852,"16/08/2012 20:30:33",240544,596199,3,3.6,"2012-08-16",1.85556063014416,2012
"626",853,"17/08/2012 00:26:42",239294,597810,3,0.629869,"2012-08-17",0.850282625346716,2012
"627",854,"17/08/2012 06:34:52",255888,584586,3,0.845296,"2012-08-17",9.6370953846488,2012
"628",855,"23/08/2012 21:06:50",251412,591303,3,0.742378,"2012-08-23",3.32917985590168,2012
"629",856,"28/08/2012 23:27:18",251504,592233,3,0.937484,"2012-08-28",3.77049026095434,2012
"630",857,"23/09/2012 04:54:19",238766,596261,3,0.864687,"2012-09-23",0.219363647999024,2012
"631",858,"28/09/2012 10:32:23",251369,582378,3,1.15021,"2012-09-28",5.57950414414093,2012
"632",859,"30/09/2012 01:09:23",246162,580979,3,0.579099,"2012-09-30",1.08297938990489,2012
"633",862,"13/10/2012 22:36:46",252571,588989,3,0.8632,"2012-10-13",4.58883347627062,2012
"634",864,"23/10/2012 17:05:29",247610,592509,3,1.30939,"2012-10-23",1.97229340268911,2012
"635",865,"27/10/2012 10:55:24",236860,584335,3,0.950548,"2012-10-27",8.86029666433443,2012
"636",866,"30/10/2012 21:05:11",246750,590989,3,0.69113,"2012-10-30",1.56883563055765,2012
"637",867,"13/11/2012 16:47:52",241970,603257,3,1.02507,"2012-11-13",4.11467161461594,2012
"638",868,"14/11/2012 13:45:01",251794,588899,3,0.907792,"2012-11-14",3.89116717942838,2012
"639",869,"17/11/2012 07:57:40",248544,590189,3,1.09674,"2012-11-17",0.401088990340937,2012
"640",870,"18/11/2012 01:18:06",255254,588284,3,0.703017,"2012-11-18",7.36012545409862,2012
"641",871,"22/11/2012 22:20:12",253822,593022,3,1.10531,"2012-11-22",6.19558604604457,2012
"642",872,"27/11/2012 20:01:11",248386,581133,3,1.35868,"2012-11-27",2.69285428940044,2012
"643",873,"27/11/2012 20:03:00",249676,583513,3,0.506682,"2012-11-27",5.22450780772261,2012
"644",874,"30/11/2012 16:17:50",251499,586964,3,1.00213,"2012-11-30",4.76283286756923,2012
"645",875,"30/11/2012 16:17:53",251291,586273,3,1.11497,"2012-11-30",5.15666863477511,2012
"646",876,"30/11/2012 20:02:03",252263,587703,3,0.850339,"2012-11-30",4.87439873378671,2012
"647",877,"17/12/2012 09:13:58",244474,593804,3,1.17498,"2012-12-17",1.82203027760047,2012
"648",878,"20/12/2012 20:25:20",253152,576811,3,0.61448,"2012-12-20",6.3283572283065,2012
"649",879,"25/12/2012 20:36:30",247912,599862,3,1.20312,"2012-12-25",1.37230431134527,2012
"650",880,"05/01/2013 04:08:41",250732,591958,3,0.940747,"2013-01-05",2.96497116535022,2013
"651",883,"11/01/2013 12:51:47",259743,596636,3,1.42,"2013-01-11",12.5092319462316,2013
"652",884,"11/01/2013 22:36:51",235767,602944,3,1.78,"2013-01-11",5.18864659502633,2013
"653",885,"11/01/2013 22:38:57",252713,587470,3,0.78,"2013-01-11",5.37837578295898,2013
"654",886,"12/01/2013 01:28:25",254269,576723,3,0.480711,"2013-01-12",7.4230338976988,2013
"655",887,"12/01/2013 16:24:41",253197,596405,3,0.92,"2013-01-12",6.20773642265717,2013
"656",888,"12/01/2013 22:37:33",252582,588414,3,0.92,"2013-01-12",4.80757603089585,2013
"657",889,"18/01/2013 16:44:01",239903,601030,3,1.15838,"2013-01-18",1.29707021532151,2013
"658",890,"19/01/2013 20:10:06",248555,589614,3,2.4,"2013-01-19",0.864680864871591,2013
"659",891,"27/01/2013 08:49:38",247655,578595,3,1.19,"2013-01-27",0.549262364975823,2013
"660",892,"28/01/2013 17:43:54",256691,588722,3,1.45279,"2013-01-28",8.65017767299105,2013
"661",893,"03/02/2013 14:13:25",242887,583422,3,1.38973,"2013-02-03",3.2464671411793,2013
"662",894,"04/02/2013 04:20:41",248735,580378,3,0.940199,"2013-02-04",2.28588730750282,2013
"663",895,"05/02/2013 14:53:09",238896,582442,3,1.50531,"2013-02-05",6.34366715413251,2013
"664",896,"07/02/2013 22:31:58",240151,599532,3,2.68224,"2013-02-07",0.367872167203636,2013
"665",897,"07/02/2013 23:19:09",240124,601072,3,3.22704,"2013-02-07",1.36675923095453,2013
"666",898,"09/02/2013 05:26:10",246271,598642,3,2.68862,"2013-02-09",1.0876115815853,2013
"667",899,"10/02/2013 08:15:08",252879,590201,3,1.45763,"2013-02-10",4.67729483045385,2013
"668",900,"10/02/2013 08:16:41",254428,590586,3,1.13239,"2013-02-10",6.22446211750477,2013
"669",901,"11/02/2013 06:08:52",248085,590923,3,2.04147,"2013-02-11",0.5317938084703,2013
"670",902,"11/02/2013 08:07:08",247094,590420,3,1.8149,"2013-02-11",1.11226301331108,2013
"671",903,"11/02/2013 12:01:45",246584,582173,3,1.75808,"2013-02-11",1.88993520092536,2013
"672",904,"13/02/2013 05:16:47",252035,598942,3,1.8239,"2013-02-13",4.66012285407184,2013
"673",905,"15/02/2013 14:28:43",248815,593404,3,1.95555,"2013-02-15",3.05998736026137,2013
"674",906,"16/02/2013 04:06:31",262007,594720,3,0.813936,"2013-02-16",14.4596202950523,2013
"675",907,"16/02/2013 07:42:50",251518,586037,3,0.836425,"2013-02-16",5.48173028899426,2013
"676",908,"18/02/2013 00:06:46",260826,587791,3,1.85979,"2013-02-18",11.3849530034602,2013
"677",909,"18/02/2013 05:54:00",247860,596799,3,0.7458,"2013-02-18",1.85576593625091,2013
"678",910,"21/02/2013 21:14:08",245943,598358,3,0.722903,"2013-02-21",0.787836844306914,2013
"679",911,"25/02/2013 01:36:41",247961,591588,3,0.99122,"2013-02-25",1.20794760490182,2013
"680",912,"27/02/2013 23:49:14",247280,580758,3,0.35181,"2013-02-27",2.01195723004578,2013
"681",913,"02/03/2013 05:31:15",239010,595004,3,0.873176,"2013-03-02",1.44395439807947,2013
"682",915,"13/03/2013 01:57:11",251222,589704,3,0.845763,"2013-03-13",3.0962777684973,2013
"683",916,"14/03/2013 03:09:19",258598,593123,3,1.01068,"2013-03-14",10.7413555736921,2013
"684",917,"16/03/2013 13:06:54",248255,610704,3,1.99159,"2013-03-16",7.20177189073811,2013
"685",918,"29/03/2013 14:28:07",243771,583753,3,0.881794,"2013-03-29",3.02286240407492,2013
"686",919,"02/04/2013 13:49:15",254142,582862,3,1.13545,"2013-04-02",8.12909815236112,2013
"687",920,"15/04/2013 22:56:04",245033,599547,3,0.860843,"2013-04-15",1.92699746428357,2013
"688",921,"23/04/2013 12:31:42",249502,575366,3,0.630989,"2013-04-23",4.13478198170451,2013
"689",922,"23/04/2013 18:51:36",249015,577452,3,0.494282,"2013-04-23",2.29083627421956,2013
"690",923,"27/04/2013 21:12:25",246435,595863,3,0.952116,"2013-04-27",1.75725571771781,2013
"691",924,"28/04/2013 18:18:03",244687,594309,3,1.29958,"2013-04-28",2.13000978564945,2013
"692",925,"29/04/2013 20:32:18",239995,583277,3,0.822189,"2013-04-29",5.56014580567617,2013
"693",926,"30/04/2013 15:28:01",244910,588358,3,0.735645,"2013-04-30",3.88016756167291,2013
"694",927,"01/05/2013 04:07:29",238407,584993,3,0.913581,"2013-05-01",7.76205404176879,2013
"695",928,"02/05/2013 21:11:08",248669,595183,3,0.730074,"2013-05-02",3.54932895151187,2013
"696",929,"10/05/2013 04:25:24",252838,586787,3,1.4396,"2013-05-10",5.87751843292424,2013
"697",930,"13/05/2013 03:46:56",257424,585620,3,1.14643,"2013-05-13",10.3858830443513,2013
"698",931,"19/05/2013 12:15:16",253077,591393,3,0.846847,"2013-05-19",4.96999005016648,2013
"699",932,"22/05/2013 08:35:19",247897,577598,3,1.18057,"2013-05-22",1.38622043260795,2013
"700",933,"22/05/2013 11:38:07",249995,589884,3,1.18543,"2013-05-22",1.86321630996166,2013
"701",934,"24/05/2013 11:10:02",242794,594570,3,1.19026,"2013-05-24",1.60164399181913,2013
"702",935,"25/05/2013 14:07:51",242221,583317,3,1.1407,"2013-05-25",3.66233905915591,2013
"703",936,"25/05/2013 16:18:30",243348,594618,3,0.990536,"2013-05-25",1.54737212202473,2013
"704",937,"25/05/2013 16:44:39",236312,603491,3,0.856862,"2013-05-25",5.15616851632958,2013
"705",939,"30/05/2013 23:51:14",251785,589326,3,1.16689,"2013-05-30",3.73801042569993,2013
"706",940,"31/05/2013 01:40:24",251794,588899,3,1.04358,"2013-05-31",3.89116717942838,2013
"707",941,"03/06/2013 18:07:36",253593,593370,3,1.1721,"2013-06-03",6.14882722730755,2013
"708",942,"05/06/2013 17:51:28",247873,590399,3,0.656208,"2013-06-05",0.33322201190843,2013
"709",943,"05/06/2013 22:10:56",238411,584734,3,0.895339,"2013-06-05",7.62951470882902,2013
"710",944,"07/06/2013 06:33:49",261563,589681,3,1.25367,"2013-06-07",11.8512931611528,2013
"711",945,"08/06/2013 23:21:36",242818,581101,3,0.685405,"2013-06-08",2.26331160223508,2013
"712",946,"14/06/2013 22:20:13",251370,593418,3,0.694418,"2013-06-14",4.36885109361021,2013
"713",947,"14/06/2013 22:36:04",254127,583622,3,0.576442,"2013-06-14",8.52626769862201,2013
"714",948,"18/06/2013 21:39:21",243999,583460,3,0.676593,"2013-06-18",2.66118439459506,2013
"715",949,"23/06/2013 09:21:19",253632,591441,3,1.08329,"2013-06-23",5.52381996481417,2013
"716",950,"27/06/2013 20:45:04",238685,594534,3,1.32767,"2013-06-27",1.85248801850826,2013
"717",951,"30/06/2013 01:27:48",250572,583216,3,0.795964,"2013-06-30",5.63796820842678,2013
"718",952,"30/06/2013 21:55:11",246375,593172,3,0.753323,"2013-06-30",1.06246993398426,2013
"719",953,"30/06/2013 22:52:10",246023,594129,3,0.664461,"2013-06-30",1.76658908998124,2013
"720",954,"02/07/2013 23:03:55",248203,590572,3,3.03364,"2013-07-02",0.166836763039439,2013
"721",955,"03/07/2013 05:10:42",238193,597290,3,0.917345,"2013-07-03",0.743216268465446,2013
"722",957,"13/07/2013 13:23:12",253781,594989,3,0.943076,"2013-07-13",7.21734547408736,2013
"723",958,"14/07/2013 21:01:59",248118,594968,3,1.0714,"2013-07-14",3.3301271723226,2013
"724",959,"20/07/2013 03:33:13",249361,593860,3,2.36297,"2013-07-20",3.64270981794847,2013
"725",960,"20/07/2013 05:05:18",247473,593861,3,1.88767,"2013-07-20",2.34094463181748,2013
"726",961,"21/07/2013 02:44:47",251257,587942,3,1.31815,"2013-07-21",3.92108639564457,2013
"727",962,"21/07/2013 08:29:57",247772,589859,3,0.716613,"2013-07-21",0.697729058528453,2013
"728",963,"26/07/2013 15:36:18",238521,584828,3,0.93126,"2013-07-26",7.58022989210801,2013
"729",964,"30/07/2013 18:23:41",251267,581913,3,0.683087,"2013-07-30",5.20769009071126,2013
"730",965,"31/07/2013 11:01:09",243908,582401,3,1.02255,"2013-07-31",1.80503501176548,2013
"731",966,"07/08/2013 01:13:46",248228,577790,3,0.648708,"2013-08-07",1.46071460020542,2013
"732",967,"07/08/2013 22:52:45",249492,587202,3,0.877925,"2013-08-07",3.45164019740706,2013
"733",968,"08/08/2013 15:08:56",249174,586398,3,0.99054,"2013-08-08",4.12241475243665,2013
"734",970,"14/08/2013 13:17:42",239542,583714,3,1.11388,"2013-08-14",6.15498819814646,2013
"735",971,"16/08/2013 11:35:03",242413,584991,3,2.11744,"2013-08-16",4.77665465874943,2013
"736",972,"21/08/2013 15:50:11",248792,588877,3,0.869435,"2013-08-21",1.63663615328504,2013
"737",973,"25/08/2013 02:06:05",247493,592785,3,1.31061,"2013-08-25",1.89122271627479,2013
"738",974,"27/08/2013 05:05:49",253520,591477,3,1.12004,"2013-08-27",5.42085029558752,2013
"739",975,"01/09/2013 13:04:38",243434,596011,3,1.46532,"2013-09-01",0.367875280550012,2013
"740",976,"04/09/2013 01:33:32",247206,596175,3,2.76971,"2013-09-04",1.81807446425997,2013
"741",977,"18/09/2013 03:42:26",251207,590464,3,0.890919,"2013-09-18",3.00141170331461,2013
"742",978,"22/09/2013 02:25:54",240298,585045,3,1.68602,"2013-09-22",6.24520303600152,2013
"743",979,"22/09/2013 02:44:18",241290,585545,3,0.986265,"2013-09-22",5.8962294799414,2013
"744",980,"22/09/2013 14:50:20",240649,584068,3,1.62935,"2013-09-22",5.37351359497755,2013
"745",982,"25/09/2013 07:16:11",248323,590129,3,1.13815,"2013-09-25",0.299888740239537,2013
"746",983,"25/09/2013 19:55:34",253341,589376,3,1.24266,"2013-09-25",5.23696236756342,2013
"747",984,"28/09/2013 02:20:42",244129,600439,3,1.88384,"2013-09-28",1.89865495060249,2013
"748",985,"29/09/2013 18:11:31",239181,585285,3,1.29594,"2013-09-29",7.27455590108922,2013
"749",986,"30/09/2013 14:56:35",243682,582583,3,1.23563,"2013-09-30",2.09088817545244,2013
"750",987,"01/10/2013 00:59:52",243799,582270,3,1.14974,"2013-10-01",1.78411906867271,2013
"751",988,"01/10/2013 21:49:51",243551,583601,3,1.16656,"2013-10-01",2.99281213048049,2013
"752",989,"02/10/2013 08:57:45",248273,592689,3,1.39803,"2013-10-02",1.12098378422577,2013
"753",990,"02/10/2013 20:24:27",248597,593177,3,1.90431,"2013-10-02",0.738796314153535,2013
"754",991,"02/10/2013 22:32:22",263408,591708,3,0.904248,"2013-10-02",12.0287521228578,2013
"755",992,"03/10/2013 00:42:21",247603,592879,3,1.22022,"2013-10-03",1.11191529094716,2013
"756",993,"10/10/2013 18:31:06",243267,599050,3,1.51495,"2013-10-10",0.311505529739831,2013
"757",995,"23/10/2013 00:59:46",244824,586982,3,1.11788,"2013-10-23",4.81220203415228,2013
"758",997,"23/10/2013 23:57:37",253508,586634,3,1.13294,"2013-10-23",6.50625535132814,2013
"759",1000,"07/11/2013 01:23:00",254456,589250,3,1.45383,"2013-11-07",4.77445160320474,2013
"760",1002,"10/11/2013 01:47:41",247304,591056,3,1.17337,"2013-11-10",1.11240735615469,2013
"761",1003,"15/11/2013 17:46:36",243486,593173,3,1.5784,"2013-11-15",1.63885468618718,2013
"762",1004,"18/11/2013 13:31:03",245586,593731,3,1.3608,"2013-11-18",1.28918301974908,2013
"763",1005,"26/11/2013 23:54:53",252128,594343,3,2.01529,"2013-11-26",1.46640452434367,2013
"764",1008,"06/12/2013 08:12:25",244342,583004,3,1.3427,"2013-12-06",2.10906076697438,2013
"765",1009,"08/12/2013 03:32:49",257343,589422,3,1.14594,"2013-12-08",6.84458919305545,2013
"766",1010,"20/12/2013 05:12:38",250938,581628,3,1.32944,"2013-12-20",4.77331205746539,2013
"767",1011,"22/12/2013 21:51:44",250231,583580,3,1.00113,"2013-12-22",5.73907869849948,2013
"768",1012,"23/12/2013 00:48:13",241871,596501,3,1.24817,"2013-12-23",1.27115708033161,2013
"769",1013,"02/01/2014 04:00:07",246388,580760,3,1.4449,"2014-01-02",1.33509762267849,2014
"770",1014,"04/01/2014 23:38:43",239104,583280,3,1.14174,"2014-01-04",6.38626111966387,2014
"771",1015,"09/01/2014 00:49:35",234384,592736,3,1.13977,"2014-01-09",5.55764772945027,2014
"772",1016,"12/01/2014 23:33:00",247200,590701,3,0.870063,"2014-01-12",1.04874617521164,2014
"773",1017,"16/01/2014 19:48:33",260801,588960,3,1.17661,"2014-01-16",10.1313160239287,2014
"774",1019,"23/01/2014 03:50:26",244807,599784,3,0.577319,"2014-01-23",1.84739352004183,2014
"775",1020,"23/01/2014 16:18:10",255238,578357,3,1.087,"2014-01-23",8.11902294681572,2014
"776",1021,"26/01/2014 14:21:18",241205,584077,3,1.50918,"2014-01-26",4.93063349448722,2014
"777",1022,"03/02/2014 06:30:48",246228,595043,3,1.53182,"2014-02-03",0.668654736843705,2014
"778",1023,"05/02/2014 18:11:34",248409,585697,3,0.948432,"2014-02-05",4.71256044432804,2014
"779",1025,"06/02/2014 21:39:10",248437,578518,3,1.29385,"2014-02-06",1.32913645685695,2014
"780",1026,"11/02/2014 01:18:13",259424,590896,3,0.78553,"2014-02-11",8.187082549133,2014
"781",1027,"13/02/2014 02:13:14",247844,597615,3,3.01011,"2014-02-13",1.07617581172565,2014
"782",1028,"17/02/2014 04:54:12",245291,591703,3,0.849099,"2014-02-17",0.783575669370416,2014
"783",1029,"18/02/2014 05:03:33",239893,595316,3,1.74093,"2014-02-18",1.68877766182403,2014
"784",1030,"28/02/2014 04:38:53",245901,588877,3,1.15173,"2014-02-28",2.765711077932,2014
"785",1034,"10/03/2014 03:39:10",246969,596968,3,0.946007,"2014-03-10",1.10328550357203,2014
"786",1035,"11/03/2014 09:05:33",250751,579861,3,1.11628,"2014-03-11",3.78845233330661,2014
"787",1036,"11/03/2014 09:08:23",250793,583313,3,2.29637,"2014-03-11",5.85089670618712,2014
"788",1038,"14/03/2014 03:59:28",239475,581208,3,0.768515,"2014-03-14",5.60802353858583,2014
"789",1039,"14/03/2014 22:25:16",251055,592465,3,0.975426,"2014-03-14",0.713788295766933,2014
"790",1040,"15/03/2014 19:09:24",254064,592044,3,1.89321,"2014-03-15",2.72642112874488,2014
"791",1041,"18/03/2014 21:15:18",236907,601108,3,2.05065,"2014-03-18",3.24214664958814,2014
"792",1042,"21/03/2014 16:22:29",251280,581226,3,1.10436,"2014-03-21",4.83282670547484,2014
"793",1043,"23/03/2014 10:28:49",249369,576458,3,1.56045,"2014-03-23",3.20636391579443,2014
"794",1044,"27/03/2014 08:25:19",253504,586856,3,1.3582,"2014-03-27",6.37682007031465,2014
"795",1045,"28/03/2014 21:28:13",246029,611311,3,1.25869,"2014-03-28",8.01331502338961,2014
"796",1046,"30/03/2014 20:58:48",262121,589601,3,1.43596,"2014-03-30",11.1408734040246,2014
"797",1047,"31/03/2014 19:01:18",240757,584219,3,0.71715,"2014-03-31",5.37307798820034,2014
"798",1048,"02/04/2014 05:47:37",250049,575895,3,1.08438,"2014-04-02",4.08532399873526,2014
"799",1049,"02/04/2014 05:48:52",249600,576017,3,1.19439,"2014-04-02",3.68602394251183,2014
"800",1050,"03/04/2014 01:27:42",250566,577928,3,0.992836,"2014-04-03",3.53474531931894,2014
"801",1051,"04/04/2014 07:39:00",240400,585548,3,1.23352,"2014-04-04",6.50624227177896,2014
"802",1052,"09/04/2014 04:43:44",256161,587468,3,1.1041,"2014-04-09",7.23266491153865,2014
"803",1053,"17/04/2014 20:18:36",244023,594203,3,1.34111,"2014-04-17",1.74038295229034,2014
"804",1054,"20/04/2014 08:36:04",245305,596881,3,1.35209,"2014-04-20",1.02314047754733,2014
"805",1055,"26/04/2014 08:50:56",250217,584303,3,1.29296,"2014-04-26",6.09186015461941,2014
"806",1056,"27/04/2014 21:49:25",242870,578246,3,0.536839,"2014-04-27",3.55332073208417,2014
"807",1057,"12/05/2014 22:18:23",244817,581416,3,1.33078,"2014-05-12",0.468545262730183,2014
"808",1058,"13/05/2014 18:16:06",238458,594809,3,1.38586,"2014-05-13",2.28550761482459,2014
"809",1059,"17/05/2014 02:35:05",245750,579190,3,1.55766,"2014-05-17",1.44656298095326,2014
"810",1060,"19/05/2014 17:25:50",258576,588985,3,0.981862,"2014-05-19",8.12826688911166,2014
"811",1061,"12/06/2014 07:13:32",246942,580919,3,1.1871,"2014-06-12",1.8650625038763,2014
"812",1062,"12/06/2014 22:10:29",246197,579087,3,0.80691,"2014-06-12",0.990067163042635,2014
"813",1063,"16/06/2014 15:16:41",243089,596673,3,1.79902,"2014-06-16",0.529129891736386,2014
"814",1064,"29/06/2014 13:40:23",250826,581644,3,0.70984,"2014-06-29",4.69425582579603,2014
"815",1065,"02/07/2014 07:06:52",257025,588711,3,1.26715,"2014-07-02",6.98940722252549,2014
"816",1066,"02/07/2014 17:34:17",248709,581695,3,2.11915,"2014-07-02",3.34072707427232,2014
"817",1067,"06/07/2014 03:07:07",237297,578314,3,0.919325,"2014-07-06",8.24287063604321,2014
"818",1068,"07/07/2014 19:56:54",241864,584554,3,1.19274,"2014-07-07",4.77220590159313,2014
"819",1069,"07/07/2014 23:13:44",246032,587822,3,1.04476,"2014-07-07",3.37637060140665,2014
