"","X","X.Network","Station","Channel","Latitude","Longitude","Elevation","Depth","StartTime","EndTime","Xcoord","Ycoord","Start_date","End_date"
"1687",2960,"NL","VNWD","HGZ",53.236782,5.99843,1.4,0,"26/06/2020 00:00","31/12/2599 23:59",195810.5431,583528.1458,2020-06-26,2599-12-31
"1690",2963,"NL","VPR","HGZ",51.891502,4.371541,4,0,"15/10/2020 00:00","31/12/2599 23:59",85085.3271,434152.8851,2020-10-15,2599-12-31
"1693",2966,"NL","VRS","HGZ",53.036023,6.604592,7.6,0,"18/02/2019 00:00","31/12/2599 23:59",236658.5727,561702.3873,2019-02-18,2599-12-31
"1696",2967,"NL","WDB0","HHE",53.2083,6.7355,-2,0,"24/07/1998 00:00","29/04/2010 00:00",245080.1446,581028.328,1998-07-24,2010-04-29
"1726",2997,"NL","WDB4","HHE",53.2083,6.7355,-2,197,"12/04/1995 00:00","29/04/2010 00:00",245080.1446,581028.328,1995-04-12,2010-04-29
"1727",3000,"NL","WDB4","HHE",53.2083,6.7355,-2,197,"29/04/2010 00:00","14/06/2016 14:00",245080.1446,581028.328,2010-04-29,2016-06-14
"1728",3003,"NL","WDB4","HHE",53.2083,6.7355,-2,197,"14/06/2016 14:00","31/12/2599 23:59",245080.1446,581028.328,2016-06-14,2599-12-31
"1735",3009,"NL","WER","HGZ",52.732695,5.141116,-1.6,0,"23/05/2023 00:00","31/12/2599 23:59",138377.4549,527287.3395,2023-05-23,2599-12-31
"1738",3012,"NL","WIN","HGZ",53.3104,6.7471,0,1,"03/04/2007 00:00","17/09/2014 00:00",245640.4865,592404.3202,2007-04-03,2014-09-17
"1741",3013,"NL","WIT","BHE",52.8135,6.6695,17,0,"16/11/1993 00:00","24/10/2000 00:00",241452.0698,537018.2643,1993-11-16,2000-10-24
"1742",3014,"NL","WIT","BHE",52.8135,6.6695,17,0,"13/12/2000 00:00","28/11/2002 00:00",241452.0698,537018.2643,2000-12-13,2002-11-28
"1743",3015,"NL","WIT","BHE",52.8135,6.6695,17,0,"28/11/2002 00:00","01/12/2013 00:00",241452.0698,537018.2643,2002-11-28,2013-12-01
"1777",3049,"NL","WMH4","HHE",52.7096,4.7498,-1,200,"21/04/1995 00:00","11/10/2010 00:00",111923.0266,524879.0422,1995-04-21,2010-10-11
"1778",3052,"NL","WMH4","HHE",52.7096,4.7498,-1,200,"11/10/2010 00:00","02/07/2019 12:25",111923.0266,524879.0422,2010-10-11,2019-07-02
"1779",3055,"NL","WMH4","HHE",52.7096,4.7498,-1,200,"02/07/2019 12:25","31/12/2599 23:59",111923.0266,524879.0422,2019-07-02,2599-12-31
"1786",3061,"NL","WPS","HGZ",52.843782,6.24352,4,0,"15/03/2023 00:00","31/12/2599 23:59",212693.7874,539962.5487,2023-03-15,2599-12-31
"1789",3064,"NL","WSE","HGZ",53.3444,6.7099,0,1,"11/10/2006 00:00","24/04/2013 00:00",243091.6663,596141.6604,2006-10-11,2013-04-24
"1792",3067,"NL","WSVN","HGZ",52.820413,6.198276,2.6,0,"23/11/2020 00:00","31/12/2599 23:59",209674.7938,537327.0343,2020-11-23,2599-12-31
"1795",3068,"NL","WTSB","BHE",51.9663,6.7989,43,0,"21/02/2000 00:00","29/10/2003 00:00",252012.6944,442929.1601,2000-02-21,2003-10-29
"1796",3071,"NL","WTSB","BHE",51.9663,6.7989,43,0,"29/10/2003 00:00","13/06/2007 00:00",252012.6944,442929.1601,2003-10-29,2007-06-13
"1797",3074,"NL","WTSB","BHE",51.9663,6.7989,43,0,"03/07/2007 00:00","31/12/2599 23:59",252012.6944,442929.1601,2007-07-03,2599-12-31
"1814",3097,"NL","WYN4","HHE",53.1995,5.4578,0,120,"03/03/2010 00:00","31/12/2599 23:59",159717.4804,579208.1003,2010-03-03,2599-12-31
"1817",3102,"NL","ZAN1","HGZ",53.3657,6.7751,0,1,"29/06/1999 00:00","24/10/2013 00:00",247387.9104,598593.7141,1999-06-29,2013-10-24
"1820",3105,"NL","ZAN2","HGZ",53.3568,6.7547,0,1,"29/06/1999 00:00","03/07/2000 00:00",246048.8832,597577.3108,1999-06-29,2000-07-03
"1821",3108,"NL","ZAN2","HGZ",53.3568,6.7547,0,1,"03/07/2000 00:00","02/07/2002 00:00",246048.8832,597577.3108,2000-07-03,2002-07-02
"1822",3111,"NL","ZAN2","HGZ",53.3568,6.7547,0,1,"30/09/2003 00:00","23/09/2013 00:00",246048.8832,597577.3108,2003-09-30,2013-09-23
"1829",3114,"NL","ZDL","HGZ",53.079058,6.702562,3.6,0,"01/03/2021 00:00","31/12/2599 23:59",243142.2475,566606.3458,2021-03-01,2599-12-31
"1838",3129,"NL","ZH014","HHZ",51.913745,4.288099,-2,200,"14/12/2018 00:00","31/12/2599 23:59",79379.1752,436710.9061,2018-12-14,2599-12-31
"1845",3144,"NL","ZH024","HHZ",52.074445,4.488386,-3.5,200,"28/05/2020 00:00","31/12/2599 23:59",93380.03876,454399.6468,2020-05-28,2599-12-31
"1852",3159,"NL","ZH034","HHZ",51.978334,4.400113,-3,200,"06/04/2020 00:00","31/12/2599 23:59",87183.25327,443785.8058,2020-04-06,2599-12-31
"1859",3174,"NL","ZH044","HHZ",51.841711,4.362561,5.8,200,"05/01/2021 00:00","31/12/2599 23:59",84389.13742,428622.4148,2021-01-05,2599-12-31
"1863",3186,"NL","ZH054","HHZ",51.842962,4.552365,-0.4,200,"03/02/2023 00:00","31/12/2599 23:59",97470.20833,428594.3606,2023-02-03,2599-12-31
"1870",3201,"NL","ZH064","HHZ",51.978115,4.220353,0.6,200,"06/04/2020 00:00","31/12/2599 23:59",74833.36259,443944.5194,2020-04-06,2599-12-31
"1877",3216,"NL","ZH074","HHZ",52.103651,4.294567,1.4,200,"22/04/2022 00:00","31/12/2599 23:59",80141.98574,457831.0544,2022-04-22,2599-12-31
"1884",3231,"NL","ZH084","HHZ",52.02549,4.37935,-2.7,200,"15/05/2023 00:00","31/12/2599 23:59",85829.61155,449051.5051,2023-05-15,2599-12-31
"1885",3234,"NL","ZH085","HHZ",52.02591,4.38044,-2.7,50,"15/05/2023 00:00","31/12/2599 23:59",85905.06419,449097.1929,2023-05-15,2599-12-31
"1886",3237,"NL","ZH086","HHZ",52.02474,4.38011,-3.1,50,"15/05/2023 00:00","31/12/2599 23:59",85880.61208,448967.3437,2023-05-15,2599-12-31
"1888",3243,"NL","ZH088","HHZ",52.02556,4.37942,-2.7,490,"15/05/2023 00:00","31/12/2599 23:59",85834.5236,449059.226,2023-05-15,2599-12-31
"1970",3326,"NL","ZLV4","HHE",53.0921,6.7533,2,200,"12/04/1995 00:00","18/05/2010 00:00",246514.4271,568120.7746,1995-04-12,2010-05-18
"1926",3283,"NL","ZL24","HHE",53.0921,6.7533,2,175,"10/04/2009 00:00","14/08/2014 00:00",246514.4271,568120.7746,2009-04-10,2014-08-14
"1927",3286,"NL","ZL24","HHE",53.0921,6.7533,2,175,"14/08/2014 00:00","23/09/2014 00:00",246514.4271,568120.7746,2014-08-14,2014-09-23
"1928",3289,"NL","ZL24","HHE",53.0921,6.7533,2,175,"23/09/2014 00:00","23/03/2018 00:00",246514.4271,568120.7746,2014-09-23,2018-03-23
"1971",3329,"NL","ZLV4","HHE",53.0921,6.7533,2,200,"18/05/2010 00:00","15/06/2016 11:00",246514.4271,568120.7746,2010-05-18,2016-06-15
"1972",3332,"NL","ZLV4","HHE",53.0921,6.7533,2,200,"15/06/2016 11:00","31/12/2599 23:59",246514.4271,568120.7746,2016-06-15,2599-12-31
"1980",3339,"NL","ZWD1","EPE",53.089813,6.935792,0,79,"10/10/2020 00:00","31/12/2599 23:59",258743.7623,568113.4607,2020-10-10,2599-12-31
"1986",3345,"NL","ZWDA2","EPE",53.087746,6.926277,0,90,"10/10/2020 00:00","31/12/2599 23:59",258111.3071,567869.8194,2020-10-10,2599-12-31
"1992",3351,"NL","ZWDA4","EPE",53.082977,6.922185,0,90,"10/10/2020 00:00","31/12/2599 23:59",257848.4895,567333.34,2020-10-10,2599-12-31
"1998",3357,"NL","ZWDA8","EPE",53.090225,6.919384,0,90,"10/10/2020 00:00","31/12/2599 23:59",257643.6907,568135.8141,2020-10-10,2599-12-31
"2004",3363,"NL","ZWDX1","EPE",53.089134,6.944007,0,90,"10/10/2020 00:00","31/12/2599 23:59",259295.678,568049.7646,2020-10-10,2599-12-31
"2010",3369,"NL","ZWDX2","EPE",53.081726,6.943411,0,90,"10/10/2020 00:00","31/12/2599 23:59",259273.5501,567224.6375,2020-10-10,2599-12-31
"2024",3381,"NL","ZWE4","HHE",53.1885,5.6045,0,120,"24/03/2010 00:00","31/12/2599 23:59",169524.6658,578003.5342,2010-03-24,2599-12-31
