"","X","X.Network","Station","Channel","Latitude","Longitude","Elevation","Depth","StartTime","EndTime","Xcoord","Ycoord","Start_date","End_date"
"916",1694,"NL","G730","HG1",53.271889,6.430106,2,0,"29/01/2018 13:10","31/12/2599 23:59",224575.2796,587765.9871,"29/01/2018","31/12/2599"
"918",1701,"NL","G740","HGE",53.304267,6.389409,2,0,"04/12/2017 00:00","29/01/2018 13:10",221810.2067,591330.6084,"04/12/2017","29/01/2018"
"921",1699,"NL","G740","HG1",53.304267,6.389409,2,0,"29/01/2018 13:10","31/12/2599 23:59",221810.2067,591330.6084,"29/01/2018","31/12/2599"
"923",1706,"NL","G750","HGE",53.307755,6.487526,2,0,"04/12/2017 00:00","29/01/2018 13:10",228344.7471,591814.2939,"04/12/2017","29/01/2018"
"926",1704,"NL","G750","HG1",53.307755,6.487526,2,0,"29/01/2018 13:10","31/12/2599 23:59",228344.7471,591814.2939,"29/01/2018","31/12/2599"
"928",1711,"NL","G760","HGE",53.350715,6.390067,2,0,"04/12/2017 00:00","29/01/2018 13:10",221782.0376,596500.2496,"04/12/2017","29/01/2018"
"931",1709,"NL","G760","HG1",53.350715,6.390067,2,0,"29/01/2018 13:10","31/12/2599 23:59",221782.0376,596500.2496,"29/01/2018","31/12/2599"
"933",1716,"NL","G770","HGE",53.340286,6.330437,2,0,"04/12/2017 00:00","29/01/2018 13:10",217826.5577,595285.9315,"04/12/2017","29/01/2018"
"936",1714,"NL","G770","HG1",53.340286,6.330437,2,0,"29/01/2018 13:10","31/12/2599 23:59",217826.5577,595285.9315,"29/01/2018","31/12/2599"
"938",1721,"NL","G780","HGE",53.364822,6.489397,2,0,"04/12/2017 00:00","29/01/2018 13:10",228372.187,598166.9107,"04/12/2017","29/01/2018"
"941",1719,"NL","G780","HG1",53.364822,6.489397,2,0,"29/01/2018 13:10","31/12/2599 23:59",228372.187,598166.9107,"29/01/2018","31/12/2599"
"943",1726,"NL","G790","HGE",53.383557,6.331927,2,0,"04/12/2017 00:00","29/01/2018 13:10",217862.5691,600102.8017,"04/12/2017","29/01/2018"
"946",1724,"NL","G790","HG1",53.383557,6.331927,2,0,"29/01/2018 13:10","31/12/2599 23:59",217862.5691,600102.8017,"29/01/2018","31/12/2599"
"948",1731,"NL","G800","HGE",53.415374,6.487625,2,0,"04/12/2017 00:00","29/01/2018 13:10",228168.1729,603790.8986,"04/12/2017","29/01/2018"
"951",1729,"NL","G800","HG1",53.415374,6.487625,2,0,"29/01/2018 13:10","31/12/2599 23:59",228168.1729,603790.8986,"29/01/2018","31/12/2599"
"969",1832,"NL","GARST","HGZ",53.3677,6.7135,0,1,"15/09/2009 00:00","17/09/2014 00:00",243283.6131,598738.9378,"15/09/2009","17/09/2014"
"978",1847,"NL","GK014","HHZ",53.290633,6.247106,1,200,"11/01/2019 00:00","31/12/2599 23:59",212342.2679,589690.6115,"11/01/2019","31/12/2599"
"985",1862,"NL","GK024","HHZ",53.300992,6.292682,1,200,"26/11/2018 00:00","31/12/2599 23:59",215366.8885,590880.6963,"26/11/2018","31/12/2599"
"992",1877,"NL","GK034","HHZ",53.282677,6.305645,1,200,"07/06/2018 00:00","31/12/2599 23:59",216257.089,588853.4375,"07/06/2018","31/12/2599"
"999",1892,"NL","GK044","HHZ",53.246199,6.326054,-1,200,"11/01/2019 00:00","31/12/2599 23:59",217671.1919,584811.5442,"11/01/2019","31/12/2599"
"1000",1895,"NL","GRP","HGZ",53.178809,5.977915,0.3,0,"26/06/2020 00:00","31/12/2599 23:59",194493.7219,577065.0774,"26/06/2020","31/12/2599"
"1003",1898,"NL","GTB","HGZ",52.692418,5.211939,-2.1,0,"12/05/2023 00:00","31/12/2599 23:59",143150.4501,522791.6511,"12/05/2023","31/12/2599"
"1006",1899,"NL","GUR1","BHE",51.1687,5.7846,30,0,"27/01/2006 00:00","31/12/2599 23:59",182794.761,353326.9523,"27/01/2006","31/12/2599"
"1270",2382,"NL","NEER","HGE",51.1687,5.7846,30,0,"22/12/2022 00:00","31/12/2599 23:59",182794.761,353326.9523,"22/12/2022","31/12/2599"
"1016",36,"NL","HGN","LHE",50.764,5.9317,135,4,"29/10/2014 00:00","31/12/2599 23:59",193418.3014,308371.3776,"29/10/2014","31/12/2599"
"1010",2,"NL","HGN","BHE",50.764,5.9317,135,4,"03/11/1993 00:00","24/10/2003 00:00",193418.3014,308371.3776,"03/11/1993","24/10/2003"
"1012",18,"NL","HGN","BHE",50.764,5.9317,135,4,"04/02/2003 00:00","24/10/2003 23:59",193418.3014,308371.3776,"04/02/2003","24/10/2003"
"1013",21,"NL","HGN","BHE",50.764,5.9317,135,4,"24/10/2003 00:00","27/04/2009 23:59",193418.3014,308371.3776,"24/10/2003","27/04/2009"
"1014",28,"NL","HGN","BHE",50.764,5.9317,135,4,"27/04/2009 00:00","31/12/2599 23:59",193418.3014,308371.3776,"27/04/2009","31/12/2599"
"1015",31,"NL","HGN","HHE",50.764,5.9317,135,4,"23/10/2009 00:00","31/12/2599 23:59",193418.3014,308371.3776,"23/10/2009","31/12/2599"
"1019",1902,"NL","HGN","BHE",50.764,5.9317,135,4,"06/06/2001 00:00","24/10/2003 00:00",193418.3014,308371.3776,"06/06/2001","24/10/2003"
"1039",1931,"NL","HKS","HGZ",53.292,6.785,0,1,"26/04/2005 00:00","17/09/2014 00:00",248206.1645,590405.1933,"26/04/2005","17/09/2014"
"1043",1935,"NL","HLA","EPE",53.151108,7.001389,0,70,"10/10/2020 00:00","31/12/2599 23:59",262984.999,575029.9566,"10/10/2020","31/12/2599"
"1049",1941,"NL","HLB","EPE",53.14647,7.003581,0,60,"01/09/2018 00:00","31/12/2599 23:59",263143.1988,574517.1847,"01/09/2018","31/12/2599"
"1055",1947,"NL","HLG","EPE",53.149107,7.0071,-1,58,"01/09/2018 00:00","31/12/2599 23:59",263372.012,574815.884,"01/09/2018","31/12/2599"
"1061",1953,"NL","HLH","EPE",53.140398,7.00655,0,60,"01/09/2018 00:00","31/12/2599 23:59",263357,573846.0292,"01/09/2018","31/12/2599"
"1070",1962,"NL","HLI","EPE",53.138535,7.014764,0,70,"10/10/2020 00:00","31/12/2599 23:59",263911.2494,573651.1214,"10/10/2020","31/12/2599"
"1076",1968,"NL","HLK","EPE",53.144981,7.009606,0,60,"01/09/2018 00:00","31/12/2599 23:59",263549.9829,574360.5666,"01/09/2018","31/12/2599"
"1081",1973,"NL","HOEV","HGZ",52.90249,6.105469,2.5,0,"17/09/2020 00:00","31/12/2599 23:59",203327.8939,546393.8253,"17/09/2020","31/12/2599"
"1084",1976,"NL","HRDB","HGZ",52.577012,6.625918,8.8,0,"14/04/2020 00:00","31/12/2599 23:59",238964.9573,510654.9538,"14/04/2020","31/12/2599"
"1087",1977,"NL","HRKB","BHE",51.1879,6.1678,0,0,"08/06/2018 00:00","31/12/2599 23:59",209572.9857,355679.0456,"08/06/2018","31/12/2599"
"1090",1980,"NL","HWF0","HHE",53.071,6.3512,7,0,"29/03/1998 00:00","24/11/2010 00:00",219610.5621,565337.4459,"29/03/1998","24/11/2010"
"1120",2010,"NL","HWF4","HHE",53.071,6.3512,7,200,"02/06/1995 00:00","24/11/2010 00:00",219610.5621,565337.4459,"02/06/1995","24/11/2010"
"1121",2013,"NL","HWF4","HHE",53.071,6.3512,7,200,"24/11/2010 00:00","13/06/2016 11:00",219610.5621,565337.4459,"24/11/2010","13/06/2016"
"1122",2016,"NL","HWF4","HHE",53.071,6.3512,7,200,"13/06/2016 11:00","31/12/2599 23:59",219610.5621,565337.4459,"13/06/2016","31/12/2599"
"1129",2042,"NL","J01","HHE",52.76501,5.05455,-4.9,0,"01/06/2014 00:00","31/12/2599 23:59",132546.7769,530906.5484,"01/06/2014","31/12/2599"
"1132",2045,"NL","J02","HHE",52.725492,5.194842,-4.9,0,"01/09/2018 00:00","31/12/2599 23:59",142004.3307,526474.8353,"01/09/2018","31/12/2599"
"1135",2050,"NL","KANT","HGZ",53.3772,6.6621,0,1,"03/04/2007 00:00","01/07/2014 00:00",239843.7363,599734.2844,"03/04/2007","01/07/2014"
"1138",2053,"NL","KLWL","HGZ",51.775453,4.440561,0.2,0,"15/10/2020 00:00","31/12/2599 23:59",89668.17771,421178.472,"15/10/2020","31/12/2599"
"1141",2056,"NL","KMP","HGZ",53.320564,6.19197,0.1,0,"01/10/2021 00:00","31/12/2599 23:59",208628.395,592979.0686,"01/10/2021","31/12/2599"
"1144",2059,"NL","L1061","HHZ",52.87542,6.98441,9.69,60,"06/07/2018 00:00","31/12/2599 23:59",262528.6487,544330.6228,"06/07/2018","31/12/2599"
"1145",2062,"NL","L1062","HHZ",52.87386,6.98293,9.79,60,"06/07/2018 00:00","31/12/2599 23:59",262432.859,544154.8551,"06/07/2018","31/12/2599"
"1146",2065,"NL","L1063","HHZ",52.87386,6.9859,9.89,60,"06/07/2018 00:00","31/12/2599 23:59",262632.7926,544159.2791,"06/07/2018","31/12/2599"
"1150",2077,"NL","L1067","HHZ",52.87438,6.98441,9.84,120,"06/07/2018 00:00","31/12/2599 23:59",262531.209,544214.9133,"06/07/2018","31/12/2599"
"1151",2081,"NL","L1071","HHZ",52.9213,7.09626,8.9,60,"02/03/2018 00:00","31/12/2599 23:59",269936.8929,549607.5325,"02/03/2018","31/12/2599"
"1152",2084,"NL","L1072","HHZ",52.92051,7.09358,8.06,60,"02/03/2018 00:00","31/12/2599 23:59",269758.7603,549515.3739,"02/03/2018","31/12/2599"
"1153",2087,"NL","L1073","HHZ",52.9195,7.09605,8.94,60,"02/03/2018 00:00","31/12/2599 23:59",269927.5145,549406.9341,"02/03/2018","31/12/2599"
"1157",2099,"NL","L1077","HHZ",52.92044,7.0953,8.77,120,"02/03/2018 00:00","31/12/2599 23:59",269874.6046,549510.3223,"02/03/2018","31/12/2599"
"1158",2107,"NL","L2061","HHZ",52.80937,6.8247,17.64,60,"02/03/2018 10:47","15/02/2019 12:00",251923.8562,536755.783,"02/03/2018","15/02/2019"
"1159",2108,"NL","L2061","HHZ",52.80937,6.8247,17.64,60,"15/02/2019 12:00","03/02/2020 12:05",251923.8562,536755.783,"15/02/2019","03/02/2020"
"1160",2109,"NL","L2061","HHZ",52.80937,6.8247,17.64,60,"03/02/2020 12:05","31/12/2599 23:59",251923.8562,536755.783,"03/02/2020","31/12/2599"
"1161",2116,"NL","L2062","HHZ",52.81106,6.82368,17.44,60,"02/03/2018 10:47","15/02/2019 12:00",251851.3483,536942.4455,"02/03/2018","15/02/2019"
"1162",2117,"NL","L2062","HHZ",52.81106,6.82368,17.44,60,"15/02/2019 12:00","03/02/2020 12:05",251851.3483,536942.4455,"15/02/2019","03/02/2020"
"1163",2118,"NL","L2062","HHZ",52.81106,6.82368,17.44,60,"03/02/2020 12:05","31/12/2599 23:59",251851.3483,536942.4455,"03/02/2020","31/12/2599"
"1164",2125,"NL","L2063","HHZ",52.80968,6.82178,17.68,60,"02/03/2018 10:47","15/02/2019 12:00",251726.3067,536786.3592,"02/03/2018","15/02/2019"
"1165",2126,"NL","L2063","HHZ",52.80968,6.82178,17.68,60,"15/02/2019 12:00","03/02/2020 12:05",251726.3067,536786.3592,"15/02/2019","03/02/2020"
