"","Network","Station","Channel","Latitude","Longitude","StartTime","EndTime","Xcoord","Ycoord","Channel3","Start_Year","End_Year","Start_date","End_date"
"2629","NL","L1062","HHZ",52.87386,6.98293,"2018-07-06T00:00:00","2599-12-31T23:59:59",262432.8589,544154.8551,"Z",2018,2599,"2018-07-06","2599-12-31"
"2630","NL","L1063","HHZ",52.87386,6.9859,"2018-07-06T00:00:00","2599-12-31T23:59:59",262632.7926,544159.2791,"Z",2018,2599,"2018-07-06","2599-12-31"
"2631","NL","L1064","HHZ",52.87438,6.98441,"2018-07-06T00:00:00","2599-12-31T23:59:59",262531.209,544214.9133,"Z",2018,2599,"2018-07-06","2599-12-31"
"2632","NL","L1065","HHZ",52.87438,6.98441,"2018-07-06T00:00:00","2599-12-31T23:59:59",262531.209,544214.9133,"Z",2018,2599,"2018-07-06","2599-12-31"
"2633","NL","L1066","HHZ",52.87438,6.98441,"2018-07-06T00:00:00","2599-12-31T23:59:59",262531.209,544214.9133,"Z",2018,2599,"2018-07-06","2599-12-31"
"2634","NL","L1067","HHZ",52.87438,6.98441,"2018-07-06T00:00:00","2599-12-31T23:59:59",262531.209,544214.9133,"Z",2018,2599,"2018-07-06","2599-12-31"
"2635","NL","L1071","HHZ",52.9213,7.09626,"2018-03-02T00:00:00","2599-12-31T23:59:59",269936.8929,549607.5325,"Z",2018,2599,"2018-03-02","2599-12-31"
"2636","NL","L1072","HHZ",52.92051,7.09358,"2018-03-02T00:00:00","2599-12-31T23:59:59",269758.7603,549515.3739,"Z",2018,2599,"2018-03-02","2599-12-31"
"2637","NL","L1073","HHZ",52.9195,7.09605,"2018-03-02T00:00:00","2599-12-31T23:59:59",269927.5145,549406.9342,"Z",2018,2599,"2018-03-02","2599-12-31"
"2638","NL","L1074","HHZ",52.92044,7.0953,"2018-03-02T00:00:00","2599-12-31T23:59:59",269874.6046,549510.3223,"Z",2018,2599,"2018-03-02","2599-12-31"
"2639","NL","L1075","HHZ",52.92044,7.0953,"2018-03-02T00:00:00","2599-12-31T23:59:59",269874.6046,549510.3223,"Z",2018,2599,"2018-03-02","2599-12-31"
"2640","NL","L1076","HHZ",52.92044,7.0953,"2018-03-02T00:00:00","2599-12-31T23:59:59",269874.6046,549510.3223,"Z",2018,2599,"2018-03-02","2599-12-31"
"2641","NL","L1077","HHZ",52.92044,7.0953,"2018-03-02T00:00:00","2599-12-31T23:59:59",269874.6046,549510.3223,"Z",2018,2599,"2018-03-02","2599-12-31"
"2642","NL","L2061","HHZ",52.80937,6.8247,"2018-03-02T10:47:00","2019-02-15T12:00:00",251923.8562,536755.783,"Z",2018,2019,"2018-03-02","2019-02-15"
"2643","NL","L2061","HHZ",52.80937,6.8247,"2019-02-15T12:00:00","2020-02-03T12:05:00",251923.8562,536755.783,"Z",2019,2020,"2019-02-15","2020-02-03"
"2644","NL","L2061","HHZ",52.80937,6.8247,"2020-02-03T12:05:00","2599-12-31T23:59:59",251923.8562,536755.783,"Z",2020,2599,"2020-02-03","2599-12-31"
"2645","NL","L2062","HHZ",52.81106,6.82368,"2018-03-02T10:47:00","2019-02-15T12:00:00",251851.3483,536942.4455,"Z",2018,2019,"2018-03-02","2019-02-15"
"2646","NL","L2062","HHZ",52.81106,6.82368,"2019-02-15T12:00:00","2020-02-03T12:05:00",251851.3483,536942.4455,"Z",2019,2020,"2019-02-15","2020-02-03"
"2647","NL","L2062","HHZ",52.81106,6.82368,"2020-02-03T12:05:00","2599-12-31T23:59:59",251851.3483,536942.4455,"Z",2020,2599,"2020-02-03","2599-12-31"
"2648","NL","L2063","HHZ",52.80968,6.82178,"2018-03-02T10:47:00","2019-02-15T12:00:00",251726.3066,536786.3592,"Z",2018,2019,"2018-03-02","2019-02-15"
"2649","NL","L2063","HHZ",52.80968,6.82178,"2019-02-15T12:00:00","2020-02-03T12:05:00",251726.3066,536786.3592,"Z",2019,2020,"2019-02-15","2020-02-03"
"2650","NL","L2063","HHZ",52.80968,6.82178,"2020-02-03T12:05:00","2599-12-31T23:59:59",251726.3066,536786.3592,"Z",2020,2599,"2020-02-03","2599-12-31"
"2651","NL","L2064","HHZ",52.81004,6.82339,"2018-03-02T10:47:00","2019-02-15T12:00:00",251834.0544,536828.5706,"Z",2018,2019,"2018-03-02","2019-02-15"
"2652","NL","L2064","HHZ",52.81004,6.82339,"2019-02-15T12:00:00","2020-02-03T12:05:00",251834.0544,536828.5706,"Z",2019,2020,"2019-02-15","2020-02-03"
"2653","NL","L2064","HHZ",52.81004,6.82339,"2020-02-03T12:05:00","2599-12-31T23:59:59",251834.0544,536828.5706,"Z",2020,2599,"2020-02-03","2599-12-31"
"2654","NL","L2065","HHZ",52.81004,6.82339,"2018-03-02T10:47:00","2019-02-15T12:00:00",251834.0544,536828.5706,"Z",2018,2019,"2018-03-02","2019-02-15"
"2655","NL","L2065","HHZ",52.81004,6.82339,"2019-02-15T12:00:00","2020-02-03T12:05:00",251834.0544,536828.5706,"Z",2019,2020,"2019-02-15","2020-02-03"
"2656","NL","L2065","HHZ",52.81004,6.82339,"2020-02-03T12:05:00","2599-12-31T23:59:59",251834.0544,536828.5706,"Z",2020,2599,"2020-02-03","2599-12-31"
"2657","NL","L2066","HHZ",52.81004,6.82339,"2018-03-02T10:47:00","2019-02-15T12:00:00",251834.0544,536828.5706,"Z",2018,2019,"2018-03-02","2019-02-15"
"2658","NL","L2066","HHZ",52.81004,6.82339,"2019-02-15T12:00:00","2020-02-03T12:05:00",251834.0544,536828.5706,"Z",2019,2020,"2019-02-15","2020-02-03"
"2659","NL","L2066","HHZ",52.81004,6.82339,"2020-02-03T12:05:00","2599-12-31T23:59:59",251834.0544,536828.5706,"Z",2020,2599,"2020-02-03","2599-12-31"
"2660","NL","L2067","HHZ",52.81004,6.82339,"2018-03-02T10:47:00","2019-02-15T12:00:00",251834.0544,536828.5706,"Z",2018,2019,"2018-03-02","2019-02-15"
"2661","NL","L2067","HHZ",52.81004,6.82339,"2019-02-15T12:00:00","2020-02-03T12:05:00",251834.0544,536828.5706,"Z",2019,2020,"2019-02-15","2020-02-03"
"2662","NL","L2067","HHZ",52.81004,6.82339,"2020-02-03T12:05:00","2599-12-31T23:59:59",251834.0544,536828.5706,"Z",2020,2599,"2020-02-03","2599-12-31"
"2663","NL","L2071","HHZ",52.75723,6.97533,"2018-06-06T00:00:00","2599-12-31T23:59:59",262206.6222,531167.602,"Z",2018,2599,"2018-06-06","2599-12-31"
"2664","NL","L2072","HHZ",52.75726,6.97237,"2018-06-06T00:00:00","2599-12-31T23:59:59",262006.7562,531166.5515,"Z",2018,2599,"2018-06-06","2599-12-31"
"2665","NL","L2073","HHZ",52.75568,6.97381,"2018-06-06T00:00:00","2599-12-31T23:59:59",262107.8134,530992.901,"Z",2018,2599,"2018-06-06","2599-12-31"
"2666","NL","L2074","HHZ",52.75672,6.97384,"2018-06-06T00:00:00","2599-12-31T23:59:59",262107.2971,531108.6516,"Z",2018,2599,"2018-06-06","2599-12-31"
"2667","NL","L2075","HHZ",52.75672,6.97384,"2018-06-06T00:00:00","2599-12-31T23:59:59",262107.2971,531108.6516,"Z",2018,2599,"2018-06-06","2599-12-31"
"2668","NL","L2076","HHZ",52.75672,6.97384,"2018-06-06T00:00:00","2599-12-31T23:59:59",262107.2971,531108.6516,"Z",2018,2599,"2018-06-06","2599-12-31"
"2669","NL","L2077","HHZ",52.75672,6.97384,"2018-06-06T00:00:00","2599-12-31T23:59:59",262107.2971,531108.6516,"Z",2018,2599,"2018-06-06","2599-12-31"
"2670","NL","L2081","HHZ",52.67004,6.92,"2018-03-02T00:00:00","2019-02-15T14:00:00",258677.7253,521386.5237,"Z",2018,2019,"2018-03-02","2019-02-15"
"2671","NL","L2081","HHZ",52.67004,6.92,"2019-02-15T14:00:00","2020-02-03T12:06:00",258677.7253,521386.5237,"Z",2019,2020,"2019-02-15","2020-02-03"
"2672","NL","L2081","HHZ",52.67004,6.92,"2020-02-03T12:06:00","2599-12-31T23:59:59",258677.7253,521386.5237,"Z",2020,2599,"2020-02-03","2599-12-31"
"2673","NL","L2082","HHZ",52.66842,6.91869,"2018-03-02T00:00:00","2019-02-15T14:00:00",258592.9453,521204.413,"Z",2018,2019,"2018-03-02","2019-02-15"
"2674","NL","L2082","HHZ",52.66842,6.91869,"2019-02-15T14:00:00","2020-02-03T12:06:00",258592.9453,521204.413,"Z",2019,2020,"2019-02-15","2020-02-03"
"2675","NL","L2082","HHZ",52.66842,6.91869,"2020-02-03T12:06:00","2599-12-31T23:59:59",258592.9453,521204.413,"Z",2020,2599,"2020-02-03","2599-12-31"
"2676","NL","L2083","HHZ",52.66992,6.91705,"2018-03-02T00:00:00","2019-02-15T14:00:00",258478.4917,521368.9463,"Z",2018,2019,"2018-03-02","2019-02-15"
"2677","NL","L2083","HHZ",52.66992,6.91705,"2019-02-15T14:00:00","2020-02-03T12:06:00",258478.4917,521368.9463,"Z",2019,2020,"2019-02-15","2020-02-03"
"2678","NL","L2083","HHZ",52.66992,6.91705,"2020-02-03T12:06:00","2599-12-31T23:59:59",258478.4917,521368.9463,"Z",2020,2599,"2020-02-03","2599-12-31"
"2679","NL","L2084","HHZ",52.66946,6.91858,"2018-03-02T00:00:00","2019-02-15T14:00:00",258583.0541,521319.9603,"Z",2018,2019,"2018-03-02","2019-02-15"
"2680","NL","L2084","HHZ",52.66946,6.91858,"2019-02-15T14:00:00","2020-02-03T12:06:00",258583.0541,521319.9603,"Z",2019,2020,"2019-02-15","2020-02-03"
"2681","NL","L2084","HHZ",52.66946,6.91858,"2020-02-03T12:06:00","2599-12-31T23:59:59",258583.0541,521319.9603,"Z",2020,2599,"2020-02-03","2599-12-31"
"2682","NL","L2085","HHZ",52.66946,6.91858,"2018-03-02T00:00:00","2019-02-15T14:00:00",258583.0541,521319.9603,"Z",2018,2019,"2018-03-02","2019-02-15"
"2683","NL","L2085","HHZ",52.66946,6.91858,"2019-02-15T14:00:00","2020-02-03T12:06:00",258583.0541,521319.9603,"Z",2019,2020,"2019-02-15","2020-02-03"
"2684","NL","L2085","HHZ",52.66946,6.91858,"2020-02-03T12:06:00","2599-12-31T23:59:59",258583.0541,521319.9603,"Z",2020,2599,"2020-02-03","2599-12-31"
"2685","NL","L2086","HHZ",52.66946,6.91858,"2018-03-02T00:00:00","2019-02-15T14:00:00",258583.0541,521319.9603,"Z",2018,2019,"2018-03-02","2019-02-15"
"2686","NL","L2086","HHZ",52.66946,6.91858,"2019-02-15T14:00:00","2020-02-03T12:06:00",258583.0541,521319.9603,"Z",2019,2020,"2019-02-15","2020-02-03"
"2687","NL","L2086","HHZ",52.66946,6.91858,"2020-02-03T12:06:00","2599-12-31T23:59:59",258583.0541,521319.9603,"Z",2020,2599,"2020-02-03","2599-12-31"
"2688","NL","L2087","HHZ",52.66946,6.91858,"2018-03-02T00:00:00","2019-02-15T14:00:00",258583.0541,521319.9603,"Z",2018,2019,"2018-03-02","2019-02-15"
"2689","NL","L2087","HHZ",52.66946,6.91858,"2019-02-15T14:00:00","2020-02-03T12:06:00",258583.0541,521319.9603,"Z",2019,2020,"2019-02-15","2020-02-03"
"2690","NL","L2087","HHZ",52.66946,6.91858,"2020-02-03T12:06:00","2599-12-31T23:59:59",258583.0541,521319.9603,"Z",2020,2599,"2020-02-03","2599-12-31"
"2691","NL","L4111","HHZ",53.03103,6.62996,"2018-03-02T00:00:00","2599-12-31T23:59:59",238369.64,561175.8331,"Z",2018,2599,"2018-03-02","2599-12-31"
"2692","NL","L4112","HHZ",53.03149,6.63284,"2018-03-02T00:00:00","2599-12-31T23:59:59",238561.9459,561230.3515,"Z",2018,2599,"2018-03-02","2599-12-31"
"2693","NL","L4113","HHZ",53.03276,6.63074,"2018-03-02T00:00:00","2599-12-31T23:59:59",238418.6426,561369.2352,"Z",2018,2599,"2018-03-02","2599-12-31"
"2694","NL","L4114","HHZ",53.03176,6.63118,"2018-03-02T00:00:00","2599-12-31T23:59:59",238450.0762,561258.4726,"Z",2018,2599,"2018-03-02","2599-12-31"
"2695","NL","L4115","HHZ",53.03176,6.63118,"2018-03-02T00:00:00","2599-12-31T23:59:59",238450.0762,561258.4726,"Z",2018,2599,"2018-03-02","2599-12-31"
"2696","NL","L4116","HHZ",53.03176,6.63118,"2018-03-02T00:00:00","2599-12-31T23:59:59",238450.0762,561258.4726,"Z",2018,2599,"2018-03-02","2599-12-31"
"2697","NL","L4117","HHZ",53.03176,6.63118,"2018-03-02T00:00:00","2599-12-31T23:59:59",238450.0762,561258.4726,"Z",2018,2599,"2018-03-02","2599-12-31"
"2698","NL","L5081","HHZ",53.24128,6.95386,"2018-07-06T00:00:00","2599-12-31T23:59:59",259587.5394,584993.26,"Z",2018,2599,"2018-07-06","2599-12-31"
"2699","NL","L5082","HHZ",53.23972,6.95535,"2018-07-06T00:00:00","2599-12-31T23:59:59",259690.779,584821.8407,"Z",2018,2599,"2018-07-06","2599-12-31"
"2700","NL","L5083","HHZ",53.2397,6.95235,"2018-07-06T00:00:00","2599-12-31T23:59:59",259490.5667,584815.2581,"Z",2018,2599,"2018-07-06","2599-12-31"
"2701","NL","L5084","HHZ",53.24024,6.95385,"2018-07-06T00:00:00","2599-12-31T23:59:59",259589.3898,584877.5225,"Z",2018,2599,"2018-07-06","2599-12-31"
"2702","NL","L5085","HHZ",53.24024,6.95385,"2018-07-06T00:00:00","2599-12-31T23:59:59",259589.3898,584877.5225,"Z",2018,2599,"2018-07-06","2599-12-31"
"2703","NL","L5086","HHZ",53.24024,6.95385,"2018-07-06T00:00:00","2599-12-31T23:59:59",259589.3898,584877.5225,"Z",2018,2599,"2018-07-06","2599-12-31"
"2704","NL","L5087","HHZ",53.24024,6.95385,"2018-07-06T00:00:00","2599-12-31T23:59:59",259589.3898,584877.5225,"Z",2018,2599,"2018-07-06","2599-12-31"
"2705","NL","LUTT","HGZ",52.613299,6.571541,"2020-04-14T00:00:00","2599-12-31T23:59:59",235213.1873,514630.5054,"Z",2020,2599,"2020-04-14","2599-12-31"
"2706","NL","MAME","BHZ",50.8,5.9727,"2015-04-16T00:00:00","2599-12-31T23:59:59",196279.0636,312398.6162,"Z",2015,2599,"2015-04-16","2599-12-31"
"2707","NL","MAR","HGZ",53.153977,6.263075,"2020-04-24T00:00:00","2599-12-31T23:59:59",213592.0797,574495.7861,"Z",2020,2599,"2020-04-24","2599-12-31"
"2708","NL","N010","HGZ",53.11851,6.473259,"2016-04-14T00:00:00","2599-12-31T23:59:59",227711.359,570740.5121,"Z",2016,2599,"2016-04-14","2599-12-31"
"2709","NL","N011","HHZ",53.11851,6.473259,"2016-04-14T00:00:00","2599-12-31T23:59:59",227711.359,570740.5121,"Z",2016,2599,"2016-04-14","2599-12-31"
"2710","NL","N012","HHZ",53.11851,6.473259,"2016-04-14T00:00:00","2599-12-31T23:59:59",227711.359,570740.5121,"Z",2016,2599,"2016-04-14","2599-12-31"
"2711","NL","N013","HHZ",53.11851,6.473259,"2016-04-14T00:00:00","2599-12-31T23:59:59",227711.359,570740.5121,"Z",2016,2599,"2016-04-14","2599-12-31"
"2712","NL","N014","HHZ",53.11851,6.473259,"2016-04-14T00:00:00","2599-12-31T23:59:59",227711.359,570740.5121,"Z",2016,2599,"2016-04-14","2599-12-31"
"2713","NL","N020","HGZ",53.071995,6.452966,"2016-02-04T00:00:00","2599-12-31T23:59:59",226429.3435,565544.1826,"Z",2016,2599,"2016-02-04","2599-12-31"
"2714","NL","N021","HHZ",53.071995,6.452966,"2016-02-04T00:00:00","2599-12-31T23:59:59",226429.3435,565544.1826,"Z",2016,2599,"2016-02-04","2599-12-31"
"2715","NL","N022","HHZ",53.071995,6.452966,"2016-02-04T00:00:00","2599-12-31T23:59:59",226429.3435,565544.1826,"Z",2016,2599,"2016-02-04","2599-12-31"
"2716","NL","N023","HHZ",53.071995,6.452966,"2016-02-04T00:00:00","2599-12-31T23:59:59",226429.3435,565544.1826,"Z",2016,2599,"2016-02-04","2599-12-31"
"2717","NL","N024","HHZ",53.071995,6.452966,"2016-02-04T00:00:00","2599-12-31T23:59:59",226429.3435,565544.1826,"Z",2016,2599,"2016-02-04","2599-12-31"
"2718","NL","N030","HGZ",53.11103,6.404509,"2016-02-04T00:00:00","2599-12-31T23:59:59",223120.5078,569840.9839,"Z",2016,2599,"2016-02-04","2599-12-31"
"2719","NL","N031","HHZ",53.11103,6.404509,"2016-02-04T00:00:00","2599-12-31T23:59:59",223120.5078,569840.9839,"Z",2016,2599,"2016-02-04","2599-12-31"
"2720","NL","N032","HHZ",53.11103,6.404509,"2016-02-04T00:00:00","2599-12-31T23:59:59",223120.5078,569840.9839,"Z",2016,2599,"2016-02-04","2599-12-31"
"2721","NL","N033","HHZ",53.11103,6.404509,"2016-02-04T00:00:00","2599-12-31T23:59:59",223120.5078,569840.9839,"Z",2016,2599,"2016-02-04","2599-12-31"
"2722","NL","N034","HHZ",53.11103,6.404509,"2016-02-04T00:00:00","2599-12-31T23:59:59",223120.5078,569840.9839,"Z",2016,2599,"2016-02-04","2599-12-31"
"2723","NL","NGA","HGZ",53.136422,6.02567,"2020-11-10T00:00:00","2599-12-31T23:59:59",197728.2866,572375.2949,"Z",2020,2599,"2020-11-10","2599-12-31"
"2724","NL","NH010","HGZ",52.565738,4.996517,"2019-12-16T00:00:00","2599-12-31T23:59:59",128509.9966,508752.934,"Z",2019,2599,"2019-12-16","2599-12-31"
"2725","NL","NH011","HHZ",52.565738,4.996517,"2019-12-16T00:00:00","2599-12-31T23:59:59",128509.9966,508752.934,"Z",2019,2599,"2019-12-16","2599-12-31"
"2726","NL","NH012","HHZ",52.565738,4.996517,"2019-12-16T00:00:00","2599-12-31T23:59:59",128509.9966,508752.934,"Z",2019,2599,"2019-12-16","2599-12-31"
"2727","NL","NH013","HHZ",52.565738,4.996517,"2019-12-16T00:00:00","2599-12-31T23:59:59",128509.9966,508752.934,"Z",2019,2599,"2019-12-16","2599-12-31"
"2728","NL","NH014","HHZ",52.565738,4.996517,"2019-12-16T00:00:00","2599-12-31T23:59:59",128509.9966,508752.934,"Z",2019,2599,"2019-12-16","2599-12-31"
"2729","NL","NIW1","HHZ",53.3548,6.043,"2009-05-20T00:00:00","2018-02-15T10:00:00",198666.703,596688.5006,"Z",2009,2018,"2009-05-20","2018-02-15"
"2730","NL","NIW1","HHZ",53.3548,6.043,"2018-02-15T10:00:00","2599-12-31T23:59:59",198666.703,596688.5006,"Z",2018,2599,"2018-02-15","2599-12-31"
"2731","NL","NIW2","HHZ",53.3548,6.043,"2009-05-20T00:00:00","2018-02-15T00:00:00",198666.703,596688.5006,"Z",2009,2018,"2009-05-20","2018-02-15"
"2732","NL","NIW2","HHZ",53.3548,6.043,"2018-02-15T00:00:00","2599-12-31T23:59:59",198666.703,596688.5006,"Z",2018,2599,"2018-02-15","2599-12-31"
"2733","NL","NIW3","HHZ",53.3548,6.043,"2009-05-20T00:00:00","2018-02-15T00:00:00",198666.703,596688.5006,"Z",2009,2018,"2009-05-20","2018-02-15"
"2734","NL","NIW3","HHZ",53.3548,6.043,"2018-02-15T00:00:00","2599-12-31T23:59:59",198666.703,596688.5006,"Z",2018,2599,"2018-02-15","2599-12-31"
"2735","NL","NIW4","HHZ",53.3548,6.043,"2009-05-20T00:00:00","2018-02-15T00:00:00",198666.703,596688.5006,"Z",2009,2018,"2009-05-20","2018-02-15"
"2736","NL","NIW4","HHZ",53.3548,6.043,"2018-02-15T00:00:00","2599-12-31T23:59:59",198666.703,596688.5006,"Z",2018,2599,"2018-02-15","2599-12-31"
"2737","NL","ODBK","HGZ",52.940526,6.133932,"2020-09-17T00:00:00","2599-12-31T23:59:59",205199.1655,550645.7404,"Z",2020,2599,"2020-09-17","2599-12-31"
"2738","NL","ODHP","HGZ",52.885203,6.024896,"2020-09-17T00:00:00","2599-12-31T23:59:59",197923.6879,544419.2716,"Z",2020,2599,"2020-09-17","2599-12-31"
"2739","NL","OPLO","BHZ",51.5888,5.8121,"1998-09-03T00:00:00","2009-10-28T00:00:00",184445.7748,400073.7043,"Z",1998,2009,"1998-09-03","2009-10-28"
"2740","NL","OPLO","BHZ",51.5888,5.8121,"2009-10-29T00:00:00","2599-12-31T23:59:59",184445.7748,400073.7043,"Z",2009,2599,"2009-10-29","2599-12-31"
"2741","NL","OSTM","HGZ",53.187457,6.085701,"2020-06-26T00:00:00","2599-12-31T23:59:59",201690.6333,578091.955,"Z",2020,2599,"2020-06-26","2599-12-31"
"2742","NL","OTL1","HHZ",52.6289,4.8227,"1995-04-21T00:00:00","2010-10-11T00:00:00",116779.5719,515858.6099,"Z",1995,2010,"1995-04-21","2010-10-11"
"2743","NL","OTL1","HHZ",52.6289,4.8227,"2010-10-11T00:00:00","2019-07-02T10:15:00",116779.5719,515858.6099,"Z",2010,2019,"2010-10-11","2019-07-02"
"2744","NL","OTL1","HHZ",52.6289,4.8227,"2019-07-02T10:15:00","2599-12-31T23:59:59",116779.5719,515858.6099,"Z",2019,2599,"2019-07-02","2599-12-31"
"2745","NL","OTL2","HHZ",52.6289,4.8227,"1995-04-21T00:00:00","2010-10-11T00:00:00",116779.5719,515858.6099,"Z",1995,2010,"1995-04-21","2010-10-11"
"2746","NL","OTL2","HHZ",52.6289,4.8227,"2010-10-11T00:00:00","2019-07-02T10:15:00",116779.5719,515858.6099,"Z",2010,2019,"2010-10-11","2019-07-02"
"2747","NL","OTL2","HHZ",52.6289,4.8227,"2019-07-02T10:15:00","2599-12-31T23:59:59",116779.5719,515858.6099,"Z",2019,2599,"2019-07-02","2599-12-31"
"2748","NL","OTL3","HHZ",52.6289,4.8227,"1995-04-21T00:00:00","2010-10-11T00:00:00",116779.5719,515858.6099,"Z",1995,2010,"1995-04-21","2010-10-11"
"2749","NL","OTL3","HHZ",52.6289,4.8227,"2010-10-11T00:00:00","2019-07-02T10:15:00",116779.5719,515858.6099,"Z",2010,2019,"2010-10-11","2019-07-02"
"2750","NL","OTL3","HHZ",52.6289,4.8227,"2019-07-02T10:15:00","2599-12-31T23:59:59",116779.5719,515858.6099,"Z",2019,2599,"2019-07-02","2599-12-31"
"2751","NL","OTL4","HHZ",52.6289,4.8227,"1995-04-21T00:00:00","2010-10-11T00:00:00",116779.5719,515858.6099,"Z",1995,2010,"1995-04-21","2010-10-11"
"2752","NL","OTL4","HHZ",52.6289,4.8227,"2010-10-11T00:00:00","2019-07-02T10:15:00",116779.5719,515858.6099,"Z",2010,2019,"2010-10-11","2019-07-02"
"2753","NL","OTL4","HHZ",52.6289,4.8227,"2019-07-02T10:15:00","2599-12-31T23:59:59",116779.5719,515858.6099,"Z",2019,2599,"2019-07-02","2599-12-31"
"2754","NL","PET","HGZ",52.770593,4.659526,"2019-07-24T00:00:00","2599-12-31T23:59:59",105890.6122,531723.3483,"Z",2019,2599,"2019-07-24","2599-12-31"
"2755","NL","PPB1","HHZ",52.6526,4.67,"1995-02-10T00:00:00","2010-11-16T00:00:00",106467.2169,518587.2428,"Z",1995,2010,"1995-02-10","2010-11-16"
"2756","NL","PPB1","HHZ",52.6526,4.67,"2010-11-16T00:00:00","2019-07-02T07:05:00",106467.2169,518587.2428,"Z",2010,2019,"2010-11-16","2019-07-02"
"2757","NL","PPB1","HHZ",52.6526,4.67,"2019-07-02T07:05:00","2599-12-31T23:59:59",106467.2169,518587.2428,"Z",2019,2599,"2019-07-02","2599-12-31"
"2758","NL","PPB2","HHZ",52.6526,4.67,"1995-02-10T00:00:00","2010-11-16T00:00:00",106467.2169,518587.2428,"Z",1995,2010,"1995-02-10","2010-11-16"
"2759","NL","PPB2","HHZ",52.6526,4.67,"2010-11-16T00:00:00","2019-07-02T07:05:00",106467.2169,518587.2428,"Z",2010,2019,"2010-11-16","2019-07-02"
"2760","NL","PPB2","HHZ",52.6526,4.67,"2019-07-02T07:05:00","2599-12-31T23:59:59",106467.2169,518587.2428,"Z",2019,2599,"2019-07-02","2599-12-31"
"2761","NL","PPB3","HHZ",52.6526,4.67,"1995-02-10T00:00:00","2010-11-16T00:00:00",106467.2169,518587.2428,"Z",1995,2010,"1995-02-10","2010-11-16"
"2762","NL","PPB3","HHZ",52.6526,4.67,"2010-11-16T00:00:00","2019-07-02T07:05:00",106467.2169,518587.2428,"Z",2010,2019,"2010-11-16","2019-07-02"
"2763","NL","PPB3","HHZ",52.6526,4.67,"2019-07-02T07:05:00","2599-12-31T23:59:59",106467.2169,518587.2428,"Z",2019,2599,"2019-07-02","2599-12-31"
"2764","NL","PPB4","HHZ",52.6526,4.67,"1995-02-10T00:00:00","2010-11-16T00:00:00",106467.2169,518587.2428,"Z",1995,2010,"1995-02-10","2010-11-16"
"2765","NL","PPB4","HHZ",52.6526,4.67,"2010-11-16T00:00:00","2019-07-02T07:05:00",106467.2169,518587.2428,"Z",2010,2019,"2010-11-16","2019-07-02"
"2766","NL","PPB4","HHZ",52.6526,4.67,"2019-07-02T07:05:00","2599-12-31T23:59:59",106467.2169,518587.2428,"Z",2019,2599,"2019-07-02","2599-12-31"
"2767","NL","ROLD","BHZ",50.86939,6.08469,"2015-04-16T00:00:00","2599-12-31T23:59:59",204100.8776,320187.1955,"Z",2015,2599,"2015-04-16","2599-12-31"
"2768","NL","SL010","HGZ",52.855091,4.868278,"2017-05-12T00:00:00","2599-12-31T23:59:59",120046.1135,541004.3117,"Z",2017,2599,"2017-05-12","2599-12-31"
"2769","NL","SL011","HHZ",52.855091,4.868278,"2017-05-12T00:00:00","2599-12-31T23:59:59",120046.1135,541004.3117,"Z",2017,2599,"2017-05-12","2599-12-31"
"2770","NL","SL012","HHZ",52.855091,4.868278,"2017-05-12T00:00:00","2599-12-31T23:59:59",120046.1135,541004.3117,"Z",2017,2599,"2017-05-12","2599-12-31"
"2771","NL","SL013","HHZ",52.855091,4.868278,"2017-05-12T00:00:00","2599-12-31T23:59:59",120046.1135,541004.3117,"Z",2017,2599,"2017-05-12","2599-12-31"
"2772","NL","SL014","HHZ",52.855091,4.868278,"2017-05-12T00:00:00","2599-12-31T23:59:59",120046.1135,541004.3117,"Z",2017,2599,"2017-05-12","2599-12-31"
"2773","NL","SPY1","HHZ",53.4098,6.7838,"2010-07-08T00:00:00","2016-06-14T11:00:00",247871.7147,603512.4348,"Z",2010,2016,"2010-07-08","2016-06-14"
"2774","NL","SPY1","HHZ",53.4098,6.7838,"2016-06-14T11:00:00","2599-12-31T23:59:59",247871.7147,603512.4348,"Z",2016,2599,"2016-06-14","2599-12-31"
"2775","NL","SPY2","HHZ",53.4098,6.7838,"2010-07-08T00:00:00","2016-06-14T11:00:00",247871.7147,603512.4348,"Z",2010,2016,"2010-07-08","2016-06-14"
"2776","NL","SPY2","HHZ",53.4098,6.7838,"2016-06-14T11:00:00","2599-12-31T23:59:59",247871.7147,603512.4348,"Z",2016,2599,"2016-06-14","2599-12-31"
"2777","NL","SPY3","HHZ",53.4098,6.7838,"2010-07-08T00:00:00","2016-06-14T11:00:00",247871.7147,603512.4348,"Z",2010,2016,"2010-07-08","2016-06-14"
"2778","NL","SPY3","HHZ",53.4098,6.7838,"2016-06-14T11:00:00","2599-12-31T23:59:59",247871.7147,603512.4348,"Z",2016,2599,"2016-06-14","2599-12-31"
"2779","NL","SPY4","HHZ",53.4098,6.7838,"2010-07-08T00:00:00","2016-06-14T11:00:00",247871.7147,603512.4348,"Z",2010,2016,"2010-07-08","2016-06-14"
"2780","NL","SPY4","HHZ",53.4098,6.7838,"2016-06-14T11:00:00","2599-12-31T23:59:59",247871.7147,603512.4348,"Z",2016,2599,"2016-06-14","2599-12-31"
"2781","NL","SRHV","HGZ",53.183259,6.184924,"2020-03-06T00:00:00","2599-12-31T23:59:59",208328.1638,577693.6671,"Z",2020,2599,"2020-03-06","2599-12-31"
